Medium, 103, 2, 25, 12, 21, 2, 5, 25, 16, 20, 23, 17, 22
Medium, 400, 23, 1, 1, 12, 22, 7, 3, 10, 15, 17, 4, 7
Medium, 175, 1, 2, 21, 12, 2, 14, 23, 5, 22, 9, 7, 12
Medium, 976, 18, 24, 2, 22, 3, 7, 16, 17, 25, 16, 14, 23
Medium, 757, 7, 1, 18, 22, 20, 9, 6, 17, 15, 13, 6, 19
Medium, 956, 15, 12, 3, 19, 2, 18, 19, 22, 13, 24, 18, 17
Medium, 733, 12, 13, 23, 8, 24, 22, 7, 3, 25, 3, 25, 19
Medium, 839, 23, 17, 2, 20, 22, 4, 14, 6, 9, 8, 18, 12
Medium, 161, 19, 11, 5, 16, 1, 15, 11, 15, 5, 4, 19, 25
Medium, 825, 11, 8, 5, 8, 22, 14, 3, 20, 18, 14, 18, 25
Medium, 407, 16, 7, 3, 16, 3, 15, 24, 5, 2, 21, 22, 22
Medium, 875, 1, 18, 8, 7, 10, 7, 23, 7, 1, 1, 21, 23
Medium, 242, 5, 13, 14, 19, 11, 1, 17, 13, 12, 25, 9, 3
Medium, 843, 9, 16, 1, 17, 12, 12, 25, 11, 2, 5, 17, 4
Medium, 259, 2, 23, 25, 22, 7, 24, 11, 6, 25, 19, 25, 21
Medium, 792, 20, 9, 9, 8, 5, 1, 17, 15, 20, 23, 14, 6
Medium, 178, 13, 24, 20, 24, 9, 7, 5, 8, 23, 17, 19, 3
Medium, 374, 6, 11, 18, 13, 13, 5, 3, 16, 17, 25, 18, 8
Medium, 388, 1, 1, 7, 2, 6, 3, 3, 17, 2, 20, 10, 17
Medium, 330, 10, 25, 4, 21, 10, 13, 11, 23, 25, 1, 2, 25
Medium, 349, 9, 14, 1, 9, 16, 9, 16, 12, 20, 16, 10, 10
Medium, 253, 3, 22, 15, 3, 2, 3, 14, 2, 9, 6, 6, 11
Medium, 457, 22, 16, 8, 10, 15, 20, 15, 17, 7, 5, 5, 19
Medium, 686, 25, 1, 21, 8, 22, 3, 5, 25, 2, 5, 2, 16
Medium, 161, 25, 15, 19, 4, 19, 2, 3, 3, 15, 2, 16, 7
Medium, 400, 1, 10, 3, 14, 11, 16, 10, 23, 6, 16, 9, 13
Medium, 950, 20, 7, 2, 6, 21, 17, 17, 12, 17, 1, 14, 12
Medium, 368, 25, 18, 22, 19, 20, 1, 12, 14, 10, 11, 13, 23
Medium, 548, 24, 9, 20, 19, 4, 8, 5, 8, 4, 14, 20, 13
Medium, 393, 18, 19, 10, 25, 8, 19, 7, 25, 12, 21, 17, 16
Medium, 139, 5, 25, 15, 6, 18, 5, 11, 9, 23, 7, 19, 1
Medium, 480, 24, 10, 1, 21, 22, 2, 16, 6, 15, 23, 12, 6
Large, 7202, 2, 6, 19, 4, 7, 7, 14, 5, 4, 10, 5, 25
Large, 4868, 2, 15, 24, 21, 8, 24, 22, 9, 12, 9, 14, 14
Large, 6307, 22, 19, 4, 1, 20, 19, 9, 8, 11, 6, 22, 2
Large, 1829, 5, 19, 10, 17, 19, 6, 6, 21, 21, 23, 1, 22
Large, 3400, 12, 10, 12, 10, 12, 21, 6, 10, 8, 23, 11, 4
Large, 4177, 25, 10, 23, 10, 23, 24, 2, 22, 10, 17, 20, 15
Large, 7226, 4, 12, 6, 8, 13, 3, 16, 3, 9, 7, 13, 2
Large, 4425, 4, 10, 5, 6, 17, 20, 18, 20, 5, 23, 4, 10
Large, 3653, 14, 3, 16, 1, 19, 18, 22, 23, 5, 11, 4, 24
Large, 5635, 18, 14, 3, 14, 1, 11, 3, 7, 17, 12, 2, 13
Large, 8916, 12, 21, 15, 4, 17, 5, 24, 18, 9, 3, 8, 8
Large, 8858, 4, 3, 25, 11, 19, 15, 17, 18, 8, 3, 20, 11
Large, 4453, 20, 21, 18, 9, 7, 23, 3, 11, 11, 11, 21, 16
Large, 9517, 1, 2, 5, 12, 22, 11, 23, 15, 16, 14, 24, 10
Large, 5863, 22, 10, 14, 14, 23, 18, 7, 22, 25, 25, 7, 21
Large, 6043, 9, 7, 15, 1, 22, 8, 19, 2, 11, 1, 24, 5
Large, 6536, 23, 20, 1, 18, 7, 13, 14, 7, 5, 16, 8, 6
Large, 7181, 4, 13, 25, 15, 19, 3, 23, 25, 2, 18, 4, 8
Large, 1118, 5, 16, 15, 19, 15, 1, 3, 22, 15, 23, 8, 24
Large, 6107, 19, 9, 20, 18, 4, 2, 23, 25, 10, 15, 2, 22
Large, 2368, 3, 11, 22, 12, 10, 15, 17, 21, 14, 25, 11, 16
Large, 6941, 21, 22, 16, 22, 6, 5, 15, 14, 9, 15, 22, 2
Large, 4060, 25, 18, 17, 3, 3, 14, 1, 15, 9, 7, 16, 2
Large, 3721, 20, 13, 8, 5, 13, 8, 8, 16, 8, 22, 2, 22
Large, 7888, 9, 25, 19, 2, 1, 11, 17, 20, 14, 9, 14, 10
Large, 8747, 15, 4, 18, 21, 23, 10, 10, 20, 1, 3, 15, 10
Large, 9217, 5, 15, 18, 22, 22, 21, 22, 4, 3, 23, 1, 4
Large, 8585, 8, 14, 1, 15, 17, 7, 17, 18, 6, 8, 13, 2
Large, 2304, 25, 9, 7, 25, 13, 11, 6, 16, 17, 4, 8, 5
Large, 3928, 17, 17, 4, 14, 4, 19, 12, 20, 14, 16, 19, 20
Large, 2955, 20, 20, 21, 25, 7, 1, 9, 7, 6, 14, 11, 13
Large, 9546, 8, 25, 11, 22, 12, 23, 5, 11, 1, 24, 20, 15
Large, 2435, 24, 9, 11, 14, 14, 3, 4, 16, 8, 18, 23, 9
Large, 2224, 12, 1, 18, 8, 1, 1, 15, 2, 7, 1, 15, 5
Large, 8861, 18, 13, 25, 17, 21, 20, 15, 8, 23, 11, 8, 12
Large, 7243, 8, 8, 13, 2, 22, 9, 13, 6, 1, 20, 21, 21
Large, 6065, 22, 1, 4, 15, 11, 21, 20, 14, 22, 9, 8, 17
Large, 6478, 22, 25, 25, 18, 8, 9, 11, 1, 2, 10, 14, 13
Large, 2010, 10, 4, 20, 24, 16, 23, 15, 20, 21, 18, 10, 7
Large, 2298, 11, 12, 16, 16, 11, 20, 1, 18, 19, 7, 10, 17
Large, 7511, 24, 11, 12, 3, 20, 18, 14, 25, 8, 5, 9, 21
Large, 8109, 5, 3, 7, 19, 15, 16, 7, 12, 15, 11, 5, 4
Large, 1295, 10, 10, 21, 12, 3, 2, 15, 6, 25, 3, 15, 15
Large, 6421, 17, 25, 13, 2, 24, 5, 7, 19, 23, 18, 19, 8
Large, 4950, 13, 11, 10, 9, 12, 23, 7, 22, 10, 11, 15, 25
Large, 9530, 3, 21, 19, 23, 8, 8, 18, 3, 18, 2, 17, 9
Large, 7817, 13, 9, 11, 13, 20, 21, 1, 12, 22, 1, 15, 24
Large, 3862, 24, 11, 15, 20, 11, 24, 7, 13, 13, 21, 6, 25
Large, 1545, 12, 8, 20, 5, 7, 13, 1, 4, 25, 10, 14, 23
Large, 1271, 19, 23, 3, 21, 2, 11, 18, 10, 1, 16, 16, 7
Large, 7868, 6, 17, 23, 6, 22, 3, 17, 20, 3, 10, 16, 25
Large, 7019, 20, 13, 24, 5, 14, 23, 23, 1, 1, 8, 17, 12
Large, 7647, 22, 3, 20, 16, 11, 3, 5, 21, 18, 19, 23, 8
Large, 8011, 2, 8, 8, 5, 20, 23, 22, 14, 7, 14, 19, 4
Large, 8189, 17, 9, 25, 7, 15, 13, 11, 13, 7, 17, 15, 23
Large, 2850, 16, 19, 24, 4, 5, 14, 4, 5, 6, 5, 24, 21
Large, 6677, 3, 2, 25, 8, 17, 20, 2, 24, 25, 2, 23, 14
Large, 2439, 24, 20, 20, 14, 5, 22, 9, 8, 22, 9, 8, 4
Large, 9205, 17, 19, 24, 16, 2, 13, 15, 11, 13, 15, 21, 19
Large, 6522, 19, 12, 18, 8, 24, 6, 12, 21, 10, 12, 1, 6
Large, 7218, 10, 17, 19, 1, 23, 20, 24, 11, 14, 15, 7, 18
Large, 4173, 23, 25, 25, 9, 19, 1, 22, 23, 24, 3, 21, 14
Large, 9307, 16, 6, 2, 3, 22, 11, 8, 2, 18, 18, 10, 12
Large, 2240, 9, 1, 7, 16, 8, 16, 19, 23, 21, 7, 20, 18
Large, 1385, 13, 5, 10, 15, 16, 7, 6, 22, 25, 18, 25, 1
Large, 2470, 12, 11, 12, 25, 25, 10, 11, 2, 15, 17, 21, 2
Large, 5502, 17, 13, 22, 9, 16, 4, 22, 8, 8, 24, 17, 14
Large, 9776, 22, 15, 12, 14, 10, 21, 12, 2, 10, 16, 4, 14
Large, 4030, 3, 7, 14, 22, 3, 5, 21, 23, 1, 2, 2, 22
Large, 9324, 20, 20, 20, 24, 7, 25, 13, 5, 8, 4, 14, 10
Large, 3576, 22, 21, 8, 22, 21, 8, 1, 9, 8, 5, 1, 12
Large, 6459, 10, 20, 10, 19, 1, 13, 4, 17, 13, 15, 10, 13
Large, 6467, 19, 5, 16, 5, 18, 1, 9, 6, 23, 1, 14, 13
Large, 5304, 14, 10, 23, 15, 24, 3, 21, 2, 11, 19, 21, 23
Large, 9470, 4, 9, 5, 24, 12, 15, 17, 23, 24, 3, 8, 17
Large, 7203, 3, 25, 2, 23, 15, 4, 2, 14, 24, 24, 17, 25
Large, 2708, 21, 11, 9, 23, 11, 17, 5, 7, 24, 20, 18, 19
Large, 8249, 25, 5, 16, 7, 6, 11, 6, 8, 20, 11, 2, 18
Large, 7943, 16, 17, 21, 22, 23, 16, 5, 25, 11, 24, 19, 24
Large, 1932, 14, 23, 25, 22, 9, 24, 25, 1, 24, 16, 12, 16
Large, 4250, 13, 11, 8, 10, 1, 13, 1, 7, 22, 13, 2, 18
Large, 8122, 5, 20, 16, 14, 12, 6, 9, 14, 1, 15, 15, 5
Large, 4611, 5, 7, 14, 18, 17, 16, 2, 5, 9, 24, 14, 6
Large, 9253, 24, 19, 13, 18, 20, 13, 20, 25, 3, 21, 23, 12
Large, 4407, 24, 7, 17, 7, 6, 14, 17, 25, 22, 7, 17, 22
Large, 6271, 13, 7, 20, 23, 24, 16, 6, 19, 15, 5, 15, 13
Large, 2256, 9, 16, 7, 8, 12, 25, 14, 19, 23, 1, 23, 15
Large, 5306, 2, 22, 22, 6, 15, 7, 5, 5, 18, 22, 1, 11
Large, 2718, 6, 12, 11, 12, 10, 24, 19, 16, 24, 19, 20, 24
Large, 7058, 15, 21, 12, 13, 8, 9, 23, 11, 25, 24, 9, 19
Large, 5163, 7, 3, 9, 23, 25, 10, 17, 19, 17, 13, 1, 18
Large, 6407, 20, 6, 25, 2, 11, 6, 2, 20, 12, 12, 21, 17
Large, 8631, 2, 24, 11, 5, 25, 17, 1, 1, 23, 17, 23, 3
Large, 2690, 25, 7, 10, 3, 24, 22, 20, 24, 6, 7, 7, 11
Large, 5857, 4, 16, 20, 9, 14, 12, 14, 21, 24, 2, 4, 7
Large, 3545, 13, 17, 8, 20, 9, 19, 1, 20, 14, 13, 12, 16
Large, 2292, 14, 12, 8, 7, 13, 16, 24, 19, 12, 17, 6, 6
Large, 5040, 6, 23, 16, 17, 4, 6, 1, 9, 18, 11, 11, 23
Large, 7221, 3, 10, 7, 23, 10, 14, 15, 5, 18, 7, 6, 23
Large, 2582, 2, 24, 5, 4, 7, 12, 18, 16, 16, 7, 15, 17
