Small, 90, 9, 14, 19, 19, 14, 21, 20, 11, 5, 6
Small, 56, 8, 21, 23, 7, 19, 4, 6, 21, 5, 3
Small, 72, 11, 2, 11, 4, 8, 22, 24, 22, 22, 5
Small, 79, 1, 23, 23, 17, 8, 3, 15, 9, 23, 12
Small, 67, 20, 21, 11, 10, 14, 3, 16, 4, 16, 23
Small, 68, 23, 19, 1, 4, 4, 10, 21, 8, 8, 11
Small, 80, 11, 12, 6, 1, 17, 14, 15, 14, 20, 13
Small, 36, 16, 17, 11, 17, 15, 13, 9, 24, 8, 1
Small, 51, 7, 1, 8, 15, 20, 12, 3, 15, 10, 8
Small, 58, 19, 3, 22, 17, 8, 10, 1, 4, 2, 11
Small, 25, 24, 4, 18, 15, 17, 9, 16, 21, 20, 4
Small, 34, 14, 15, 22, 18, 17, 9, 25, 25, 19, 18
Small, 19, 1, 23, 20, 12, 18, 5, 2, 24, 18, 1
Small, 85, 17, 19, 22, 9, 25, 21, 16, 22, 18, 22
Small, 65, 7, 18, 1, 2, 25, 14, 24, 23, 19, 8
Small, 81, 17, 25, 4, 2, 11, 16, 16, 19, 1, 1
Small, 32, 14, 21, 22, 11, 9, 16, 11, 19, 22, 22
Small, 55, 19, 23, 19, 5, 24, 7, 17, 25, 24, 21
Small, 22, 6, 17, 17, 4, 10, 24, 1, 21, 17, 10
Small, 37, 23, 20, 13, 1, 4, 2, 12, 22, 3, 9
Small, 22, 4, 17, 21, 16, 18, 16, 16, 13, 1, 22
Small, 40, 24, 13, 16, 1, 13, 3, 18, 9, 19, 11
Small, 78, 10, 5, 11, 9, 12, 2, 11, 11, 16, 18
Small, 24, 17, 9, 9, 14, 7, 5, 12, 12, 20, 7
Small, 55, 19, 22, 11, 4, 20, 24, 12, 17, 9, 25
Small, 73, 18, 2, 1, 19, 13, 21, 22, 12, 13, 2
Small, 43, 8, 9, 16, 2, 8, 23, 23, 10, 8, 11
Small, 9, 15, 5, 9, 1, 5, 10, 7, 6, 10, 11
Small, 15, 14, 9, 19, 7, 11, 12, 17, 1, 10, 11
Small, 28, 17, 25, 15, 1, 10, 19, 19, 9, 3, 15
Small, 70, 24, 19, 22, 11, 8, 22, 3, 14, 4, 11
Small, 37, 2, 6, 1, 23, 4, 5, 5, 20, 1, 17
Small, 14, 5, 13, 3, 3, 16, 3, 18, 20, 15, 25
Small, 52, 5, 4, 11, 12, 7, 5, 8, 9, 13, 23
Small, 67, 6, 24, 16, 13, 19, 21, 2, 7, 17, 11
Small, 83, 5, 7, 10, 13, 19, 18, 25, 25, 25, 5
Small, 0, 16, 11, 22, 4, 5, 6, 21, 3, 24, 20
Small, 48, 1, 11, 5, 19, 8, 17, 22, 24, 23, 14
Small, 96, 9, 12, 10, 12, 13, 4, 13, 15, 17, 2
Small, 24, 17, 19, 14, 24, 12, 11, 12, 20, 9, 10
Small, 90, 1, 6, 17, 24, 13, 14, 18, 7, 5, 18
Small, 82, 5, 13, 11, 20, 17, 15, 11, 20, 2, 10
Small, 6, 14, 18, 11, 10, 7, 16, 25, 5, 15, 23
Small, 55, 18, 17, 2, 25, 2, 22, 24, 12, 22, 11
Small, 37, 2, 17, 14, 20, 7, 21, 13, 3, 9, 9
Small, 27, 16, 17, 13, 4, 12, 20, 19, 17, 19, 3
Small, 89, 8, 17, 25, 6, 3, 19, 6, 14, 17, 5
Small, 5, 3, 22, 6, 2, 13, 3, 7, 2, 7, 3
Small, 74, 24, 4, 20, 4, 20, 15, 2, 18, 21, 2
Small, 62, 19, 2, 24, 5, 1, 21, 9, 11, 9, 23
Small, 20, 18, 14, 21, 12, 15, 12, 20, 16, 8, 23
Small, 40, 21, 20, 2, 1, 23, 9, 25, 19, 24, 16
Small, 84, 5, 25, 1, 9, 14, 15, 6, 24, 2, 3
Small, 76, 15, 3, 22, 20, 1, 22, 8, 25, 3, 20
Medium, 481, 21, 13, 13, 3, 4, 7, 11, 15, 17, 4
Medium, 904, 15, 11, 10, 25, 20, 17, 17, 14, 24, 12
Medium, 446, 7, 14, 17, 17, 3, 23, 14, 7, 4, 13
Medium, 446, 11, 14, 16, 19, 25, 3, 16, 15, 1, 17
Medium, 828, 15, 15, 9, 18, 9, 4, 20, 9, 25, 5
Medium, 296, 22, 10, 16, 24, 2, 1, 5, 21, 16, 25
Medium, 548, 4, 9, 8, 13, 5, 8, 13, 21, 23, 3
Medium, 241, 17, 25, 19, 11, 22, 18, 22, 19, 3, 11
Medium, 395, 23, 15, 16, 22, 24, 9, 5, 1, 1, 14
Medium, 200, 25, 5, 19, 1, 3, 21, 8, 3, 14, 17
Medium, 830, 15, 24, 11, 24, 3, 16, 17, 13, 22, 21
Medium, 721, 3, 25, 5, 3, 3, 8, 1, 10, 4, 20
Medium, 932, 8, 21, 1, 23, 17, 15, 2, 16, 11, 17
Medium, 955, 14, 3, 3, 10, 2, 5, 6, 17, 23, 19
Medium, 383, 24, 16, 2, 19, 20, 2, 25, 6, 16, 25
Medium, 544, 14, 15, 19, 3, 22, 20, 6, 18, 2, 23
Medium, 583, 19, 2, 24, 25, 24, 5, 17, 17, 23, 13
Medium, 885, 11, 16, 17, 4, 18, 17, 15, 10, 19, 8
Medium, 923, 5, 19, 16, 13, 21, 14, 2, 17, 6, 3
Medium, 535, 19, 17, 8, 4, 6, 11, 8, 10, 22, 23
Medium, 355, 22, 19, 20, 22, 20, 18, 2, 15, 23, 13
Medium, 593, 3, 19, 3, 1, 1, 17, 11, 20, 7, 24
Medium, 198, 23, 10, 11, 8, 24, 21, 7, 20, 9, 22
Medium, 450, 8, 8, 22, 20, 7, 1, 21, 23, 19, 12
Medium, 192, 17, 11, 24, 6, 5, 21, 14, 2, 6, 8
Medium, 513, 22, 20, 17, 21, 21, 3, 5, 2, 21, 8
Medium, 857, 12, 20, 1, 22, 1, 2, 14, 18, 9, 25
Medium, 752, 4, 15, 16, 21, 7, 25, 8, 15, 9, 16
Medium, 615, 5, 7, 2, 18, 25, 10, 2, 9, 17, 15
Medium, 290, 25, 12, 21, 15, 22, 21, 8, 20, 20, 1
Medium, 872, 6, 1, 19, 7, 11, 13, 1, 3, 13, 8
Medium, 610, 18, 25, 19, 21, 4, 14, 4, 21, 12, 8
Medium, 217, 19, 10, 11, 22, 10, 23, 7, 3, 10, 6
Medium, 604, 16, 4, 17, 25, 8, 9, 2, 24, 10, 19
Medium, 692, 15, 23, 13, 4, 4, 2, 4, 12, 1, 13
Medium, 498, 1, 13, 3, 21, 4, 17, 16, 21, 7, 12
Medium, 432, 10, 12, 1, 20, 4, 14, 21, 4, 16, 17
Medium, 789, 7, 24, 18, 16, 22, 19, 1, 5, 16, 5
Medium, 980, 20, 16, 8, 25, 6, 5, 22, 3, 6, 23
Medium, 894, 12, 17, 8, 22, 10, 9, 1, 6, 7, 15
Medium, 879, 17, 3, 3, 7, 6, 20, 24, 21, 7, 24
Medium, 748, 2, 5, 3, 9, 16, 12, 5, 25, 20, 8
Medium, 247, 11, 23, 12, 9, 18, 16, 13, 10, 21, 12
Medium, 700, 20, 6, 10, 9, 21, 3, 24, 21, 9, 3
Medium, 194, 23, 2, 4, 15, 15, 23, 19, 24, 23, 10
Medium, 833, 21, 19, 15, 2, 3, 1, 14, 19, 10, 7
Medium, 918, 25, 24, 16, 7, 11, 22, 7, 14, 17, 3
Medium, 642, 14, 3, 21, 12, 16, 6, 25, 19, 15, 11
Medium, 643, 22, 2, 14, 7, 24, 25, 14, 20, 2, 3
Medium, 390, 2, 7, 19, 8, 25, 5, 20, 13, 1, 21
Medium, 284, 6, 8, 1, 20, 18, 12, 20, 10, 12, 22
Medium, 744, 19, 15, 24, 1, 20, 8, 10, 20, 12, 7
Medium, 562, 19, 12, 10, 2, 11, 1, 10, 18, 12, 14
Medium, 172, 19, 14, 21, 20, 24, 17, 17, 5, 18, 24
Medium, 841, 10, 19, 21, 4, 1, 24, 4, 6, 17, 17
Medium, 675, 11, 16, 23, 1, 17, 6, 3, 20, 16, 23
Medium, 853, 4, 2, 24, 18, 2, 17, 19, 15, 7, 3
Medium, 115, 3, 17, 7, 5, 1, 20, 11, 18, 9, 2
Medium, 627, 4, 19, 2, 1, 5, 12, 22, 6, 19, 18
Medium, 271, 10, 23, 8, 16, 18, 2, 19, 15, 10, 10
Medium, 526, 1, 2, 9, 21, 18, 6, 8, 17, 18, 11
Medium, 692, 4, 19, 23, 6, 2, 23, 23, 21, 6, 19
Medium, 284, 22, 3, 23, 23, 16, 9, 21, 25, 14, 5
Medium, 986, 15, 4, 7, 21, 3, 24, 4, 3, 11, 10
Medium, 815, 12, 6, 12, 22, 22, 18, 13, 24, 24, 18
Medium, 137, 23, 21, 16, 21, 25, 8, 5, 11, 5, 10
Medium, 345, 19, 9, 22, 10, 15, 24, 19, 12, 16, 12
Medium, 455, 20, 17, 23, 10, 21, 23, 5, 20, 7, 12
Medium, 552, 9, 9, 12, 24, 1, 9, 14, 6, 3, 10
Medium, 919, 2, 12, 21, 3, 13, 9, 8, 13, 6, 8
Medium, 216, 17, 14, 5, 15, 11, 19, 16, 19, 23, 6
Medium, 854, 7, 14, 14, 8, 18, 12, 16, 9, 9, 16
Medium, 986, 14, 7, 1, 18, 2, 20, 23, 25, 11, 14
Medium, 109, 25, 3, 12, 14, 16, 15, 24, 21, 14, 10
Medium, 720, 24, 14, 21, 10, 4, 17, 4, 24, 24, 9
Medium, 295, 13, 16, 1, 12, 18, 8, 4, 2, 17, 19
Medium, 850, 9, 8, 2, 7, 17, 9, 15, 3, 17, 20
Medium, 171, 16, 1, 5, 21, 22, 20, 9, 15, 20, 2
Medium, 559, 15, 20, 18, 8, 22, 22, 13, 8, 22, 3
Medium, 837, 2, 9, 7, 10, 14, 18, 25, 7, 21, 19
Medium, 426, 7, 12, 22, 11, 21, 23, 21, 11, 14, 16
Medium, 625, 13, 16, 12, 25, 7, 23, 3, 7, 8, 22
Medium, 136, 22, 23, 7, 2, 8, 13, 13, 23, 14, 10
Medium, 885, 10, 14, 25, 15, 18, 6, 5, 6, 2, 10
Medium, 668, 10, 2, 12, 18, 6, 8, 8, 17, 22, 3
Medium, 396, 17, 24, 21, 3, 1, 13, 6, 18, 10, 24
Medium, 528, 5, 12, 4, 16, 25, 11, 18, 1, 5, 16
Medium, 364, 5, 18, 21, 3, 3, 22, 5, 18, 21, 21
Medium, 496, 9, 23, 18, 13, 19, 10, 9, 17, 17, 12
Medium, 545, 24, 1, 22, 11, 11, 17, 18, 11, 20, 3
Medium, 956, 24, 13, 12, 25, 17, 21, 25, 24, 16, 16
Medium, 413, 12, 24, 16, 21, 10, 24, 15, 23, 3, 14
Medium, 804, 19, 4, 7, 16, 24, 11, 21, 8, 2, 24
Medium, 678, 16, 22, 9, 19, 14, 16, 15, 17, 25, 16
Medium, 922, 16, 11, 19, 13, 21, 2, 5, 4, 5, 10
Medium, 860, 19, 1, 24, 25, 18, 9, 18, 7, 15, 9
Medium, 323, 6, 17, 25, 1, 5, 23, 2, 12, 20, 9
Medium, 193, 8, 3, 8, 3, 16, 6, 18, 10, 22, 10
Medium, 166, 18, 6, 16, 10, 19, 13, 19, 18, 24, 3
Medium, 266, 16, 14, 21, 14, 24, 5, 4, 4, 4, 19
Large, 4864, 16, 9, 12, 13, 9, 14, 12, 8, 7, 24
Large, 1362, 11, 8, 3, 10, 22, 22, 21, 5, 5, 10
Large, 5779, 6, 20, 25, 10, 18, 6, 20, 6, 19, 22
Large, 2293, 11, 21, 2, 7, 17, 11, 3, 25, 7, 8
Large, 8665, 6, 17, 3, 19, 12, 9, 10, 7, 20, 13
Large, 2799, 15, 18, 9, 17, 22, 15, 16, 2, 19, 8
Large, 7939, 21, 5, 5, 17, 14, 25, 20, 12, 1, 5
Large, 8460, 22, 25, 8, 10, 15, 5, 15, 14, 12, 25
Large, 9133, 22, 11, 14, 14, 11, 4, 25, 2, 24, 21
Large, 2756, 9, 11, 6, 25, 23, 18, 7, 3, 1, 14
Large, 7674, 18, 10, 13, 24, 25, 17, 1, 9, 9, 11
Large, 6796, 10, 17, 24, 11, 10, 24, 23, 5, 21, 4
Large, 1959, 8, 25, 24, 21, 25, 7, 21, 23, 8, 22
Large, 1255, 5, 8, 19, 19, 7, 23, 18, 11, 8, 24
Large, 2595, 13, 13, 7, 7, 12, 12, 5, 16, 12, 11
Large, 5039, 12, 2, 20, 18, 1, 1, 15, 15, 5, 4
Large, 9715, 20, 15, 15, 11, 5, 25, 22, 16, 23, 10
Large, 6168, 6, 13, 23, 24, 24, 13, 9, 25, 4, 1
Large, 7257, 11, 15, 13, 14, 13, 8, 3, 22, 21, 10
Large, 4645, 19, 8, 16, 15, 13, 11, 10, 3, 23, 4
Large, 2131, 23, 5, 19, 17, 4, 21, 23, 14, 23, 7
Large, 4571, 1, 9, 6, 11, 3, 12, 1, 21, 14, 16
Large, 6330, 14, 14, 11, 4, 6, 18, 16, 22, 9, 21
Large, 2653, 13, 7, 22, 7, 3, 14, 18, 22, 24, 14
Large, 8544, 3, 20, 17, 12, 11, 2, 5, 17, 21, 20
Large, 8846, 12, 15, 6, 18, 18, 3, 21, 14, 15, 10
Large, 8855, 11, 6, 5, 6, 7, 18, 20, 5, 20, 24
Large, 2205, 17, 15, 22, 21, 18, 12, 9, 4, 16, 6
Large, 8004, 4, 13, 12, 2, 19, 14, 21, 24, 2, 4
Large, 7157, 1, 18, 2, 23, 3, 12, 5, 14, 14, 8
Large, 2144, 4, 22, 17, 2, 23, 25, 8, 24, 14, 19
Large, 3425, 11, 2, 4, 5, 5, 21, 16, 9, 8, 8
Large, 4152, 12, 22, 12, 3, 13, 17, 11, 1, 11, 21
Large, 2042, 20, 2, 12, 8, 6, 11, 15, 7, 3, 3
Large, 3359, 17, 20, 14, 1, 19, 10, 1, 5, 25, 7
Large, 1040, 11, 22, 9, 4, 2, 10, 13, 8, 1, 13
Large, 3319, 16, 16, 22, 1, 19, 8, 2, 2, 14, 7
Large, 7302, 23, 2, 22, 13, 23, 13, 12, 23, 17, 13
Large, 2899, 2, 22, 17, 17, 19, 17, 10, 16, 10, 10
Large, 8194, 15, 16, 16, 9, 19, 6, 6, 3, 22, 7
Large, 9792, 23, 20, 21, 11, 2, 14, 14, 15, 10, 11
Large, 5936, 5, 6, 14, 21, 22, 12, 4, 7, 9, 2
Large, 8898, 14, 8, 18, 22, 16, 23, 22, 1, 21, 16
Large, 2527, 3, 16, 11, 8, 6, 21, 2, 15, 25, 22
Large, 8031, 12, 19, 17, 12, 9, 18, 10, 14, 5, 4
Large, 3587, 4, 9, 1, 3, 12, 24, 17, 7, 10, 6
Large, 6237, 6, 8, 7, 2, 21, 25, 7, 1, 7, 13
Large, 4333, 24, 7, 12, 3, 6, 13, 5, 2, 19, 6
Large, 5963, 22, 20, 18, 2, 24, 4, 17, 2, 4, 11
Large, 7058, 12, 5, 10, 4, 21, 19, 6, 15, 7, 4
Large, 2989, 19, 5, 22, 24, 8, 16, 11, 4, 11, 15
Large, 6001, 7, 21, 5, 20, 5, 7, 7, 19, 24, 17
Large, 6691, 16, 24, 10, 6, 22, 2, 10, 11, 20, 21
Large, 7329, 24, 3, 17, 13, 12, 7, 23, 25, 18, 6
Large, 4762, 18, 9, 13, 24, 8, 25, 24, 25, 18, 25
Large, 1523, 22, 11, 19, 23, 9, 19, 18, 25, 2, 4
Large, 5318, 21, 11, 3, 12, 15, 8, 20, 24, 2, 23
Large, 5792, 12, 25, 16, 14, 12, 1, 19, 21, 4, 15
Large, 7355, 13, 18, 8, 25, 2, 8, 17, 3, 13, 16
Large, 2278, 6, 5, 3, 5, 21, 3, 1, 18, 15, 20
Large, 5404, 1, 9, 5, 18, 22, 8, 23, 15, 25, 10
Large, 5766, 3, 24, 16, 13, 15, 8, 8, 2, 5, 10
Large, 9970, 17, 6, 1, 18, 4, 13, 19, 4, 4, 8
Large, 2785, 15, 15, 8, 19, 1, 17, 11, 18, 8, 3
Large, 4293, 24, 3, 18, 11, 21, 16, 9, 18, 23, 17
Large, 3250, 20, 9, 12, 21, 15, 20, 16, 17, 10, 23
Large, 2656, 11, 17, 1, 10, 3, 5, 10, 23, 19, 8
Large, 7472, 10, 21, 4, 2, 19, 18, 18, 4, 15, 9
Large, 5162, 5, 4, 25, 17, 10, 25, 6, 22, 7, 12
Large, 5298, 24, 5, 22, 17, 19, 4, 6, 4, 21, 18
Large, 9394, 8, 18, 21, 4, 5, 9, 4, 6, 4, 2
Large, 8547, 11, 16, 5, 8, 1, 1, 10, 1, 16, 24
Large, 3550, 20, 3, 4, 4, 6, 21, 14, 21, 3, 16
Large, 2049, 3, 7, 18, 15, 25, 21, 16, 10, 22, 20
Large, 3738, 2, 24, 9, 5, 1, 15, 23, 16, 22, 4
Large, 7456, 20, 15, 22, 16, 17, 4, 16, 17, 10, 21
Large, 5625, 6, 10, 3, 9, 11, 13, 10, 21, 13, 16
Large, 6185, 4, 6, 20, 18, 24, 21, 17, 14, 16, 11
Large, 7149, 2, 8, 4, 16, 18, 20, 25, 11, 15, 17
Large, 2222, 3, 25, 23, 3, 14, 5, 25, 14, 3, 14
Large, 4922, 21, 14, 11, 7, 14, 19, 21, 1, 19, 8
Large, 3445, 11, 8, 10, 13, 13, 24, 22, 5, 15, 17
Large, 3268, 14, 2, 5, 23, 11, 9, 11, 10, 15, 8
Large, 2063, 3, 16, 20, 25, 6, 12, 5, 21, 16, 18
Large, 5013, 11, 23, 11, 16, 14, 14, 9, 4, 20, 21
Large, 5927, 19, 15, 16, 1, 25, 9, 3, 4, 8, 11
Large, 1642, 19, 23, 7, 20, 17, 15, 19, 19, 2, 10
Large, 8168, 14, 18, 4, 22, 20, 2, 8, 12, 3, 1
Large, 1314, 23, 25, 21, 21, 4, 14, 12, 16, 13, 23
Large, 3876, 2, 3, 17, 14, 12, 18, 11, 6, 4, 24
Large, 8075, 9, 20, 11, 11, 3, 24, 10, 14, 19, 20
Large, 2465, 12, 24, 19, 16, 7, 19, 6, 24, 11, 13
Large, 3878, 18, 2, 11, 5, 20, 22, 16, 20, 23, 9
Large, 9092, 23, 15, 23, 8, 18, 8, 11, 7, 18, 21
Large, 5965, 11, 4, 4, 17, 9, 12, 9, 4, 3, 8
Large, 5305, 22, 20, 10, 23, 24, 3, 10, 18, 8, 4
Large, 9910, 23, 21, 16, 10, 22, 17, 20, 20, 6, 24
Large, 4317, 23, 18, 10, 6, 19, 3, 23, 21, 3, 15
Large, 8174, 20, 2, 7, 14, 8, 7, 21, 7, 18, 4
Large, 6620, 12, 2, 4, 25, 19, 10, 18, 2, 19, 25
