Small, 70, 25, 20, 25, 2, 9, 9, 1, 11, 12
Small, 3, 5, 7, 18, 1, 23, 2, 21, 25, 17
Small, 9, 5, 13, 12, 10, 12, 6, 25, 20, 23
Small, 17, 12, 24, 24, 8, 15, 2, 1, 8, 7
Small, 50, 14, 7, 4, 13, 5, 22, 12, 9, 6
Small, 23, 18, 4, 14, 12, 2, 22, 25, 8, 3
Small, 18, 2, 19, 8, 3, 23, 12, 18, 17, 21
Small, 18, 14, 11, 17, 6, 16, 11, 13, 16, 10
Small, 39, 17, 10, 11, 7, 14, 4, 6, 14, 11
Small, 55, 23, 10, 3, 21, 10, 20, 10, 5, 15
Small, 85, 24, 21, 20, 21, 8, 8, 8, 16, 9
Small, 3, 25, 22, 20, 12, 22, 16, 9, 6, 8
Small, 9, 18, 23, 17, 9, 22, 23, 17, 8, 13
Small, 87, 5, 14, 19, 10, 15, 18, 2, 17, 14
Small, 96, 12, 13, 5, 15, 19, 5, 21, 6, 17
Small, 14, 15, 10, 18, 1, 19, 2, 17, 14, 4
Small, 78, 19, 4, 19, 13, 17, 24, 24, 4, 22
Small, 70, 13, 7, 17, 13, 23, 6, 20, 20, 20
Small, 76, 16, 23, 23, 23, 16, 20, 25, 21, 4
Small, 85, 12, 8, 8, 10, 6, 17, 1, 5, 12
Small, 46, 20, 21, 4, 7, 5, 17, 8, 18, 24
Small, 58, 8, 22, 20, 17, 13, 12, 14, 2, 4
Small, 10, 3, 4, 25, 9, 19, 8, 10, 3, 13
Small, 97, 13, 5, 23, 4, 20, 14, 7, 16, 22
Small, 34, 24, 21, 21, 2, 1, 9, 14, 16, 7
Small, 66, 20, 19, 7, 17, 11, 2, 2, 22, 6
Small, 23, 14, 16, 14, 3, 2, 17, 10, 18, 11
Small, 33, 1, 11, 10, 5, 4, 13, 1, 9, 9
Small, 79, 6, 25, 21, 12, 20, 17, 8, 25, 1
Small, 23, 6, 1, 6, 13, 16, 16, 17, 3, 4
Small, 94, 8, 12, 9, 22, 4, 11, 21, 20, 15
Small, 1, 14, 24, 15, 5, 1, 14, 10, 17, 7
Small, 21, 20, 24, 11, 12, 8, 15, 10, 8, 21
Small, 74, 16, 20, 12, 1, 6, 18, 19, 25, 7
Small, 97, 23, 2, 1, 10, 15, 23, 2, 19, 23
Small, 71, 18, 9, 23, 9, 22, 25, 12, 22, 8
Small, 38, 5, 2, 7, 16, 18, 17, 4, 1, 21
Small, 37, 8, 5, 11, 7, 21, 4, 14, 13, 1
Small, 16, 17, 12, 16, 19, 3, 16, 25, 6, 10
Small, 22, 12, 17, 13, 12, 22, 4, 14, 15, 1
Small, 38, 20, 18, 10, 1, 3, 25, 17, 17, 4
Small, 85, 14, 2, 23, 11, 2, 17, 9, 22, 2
Small, 100, 9, 11, 1, 4, 5, 3, 23, 24, 15
Small, 22, 3, 2, 16, 9, 10, 20, 24, 1, 7
Small, 14, 8, 10, 22, 14, 4, 15, 18, 10, 14
Small, 86, 20, 10, 5, 6, 17, 4, 7, 20, 10
Small, 7, 15, 3, 14, 7, 7, 12, 18, 10, 16
Small, 81, 12, 11, 19, 9, 18, 19, 21, 21, 14
Small, 62, 9, 18, 16, 9, 4, 21, 5, 10, 9
Small, 91, 23, 6, 2, 12, 14, 16, 11, 20, 9
Small, 80, 19, 1, 9, 22, 6, 18, 10, 6, 9
Small, 36, 25, 9, 14, 23, 13, 2, 19, 16, 12
Small, 71, 23, 7, 7, 5, 9, 8, 17, 1, 21
Small, 19, 9, 8, 4, 25, 23, 24, 15, 2, 20
Small, 6, 14, 8, 15, 2, 21, 24, 4, 6, 12
Medium, 210, 14, 20, 9, 23, 14, 3, 11, 8, 4
Medium, 912, 12, 19, 16, 18, 15, 21, 13, 13, 3
Medium, 131, 11, 24, 4, 14, 12, 4, 11, 15, 5
Medium, 130, 23, 21, 23, 15, 22, 13, 23, 6, 2
Medium, 264, 9, 18, 8, 4, 9, 24, 19, 6, 6
Medium, 114, 22, 7, 19, 15, 6, 18, 14, 21, 16
Medium, 565, 14, 11, 2, 14, 10, 7, 22, 15, 23
Medium, 247, 22, 13, 16, 22, 17, 7, 10, 9, 6
Medium, 366, 23, 12, 15, 3, 2, 6, 14, 10, 10
Medium, 940, 12, 19, 16, 5, 9, 24, 10, 10, 15
Medium, 811, 15, 11, 20, 25, 1, 2, 10, 1, 20
Medium, 548, 8, 3, 5, 8, 15, 6, 2, 9, 11
Medium, 260, 18, 16, 5, 22, 4, 17, 22, 6, 19
Medium, 923, 22, 6, 22, 11, 22, 15, 6, 2, 19
Medium, 755, 25, 7, 5, 22, 11, 9, 21, 8, 17
Medium, 308, 15, 4, 25, 14, 7, 16, 21, 4, 21
Medium, 837, 20, 15, 17, 21, 2, 16, 20, 18, 7
Medium, 288, 5, 24, 16, 23, 18, 16, 12, 19, 22
Medium, 635, 7, 18, 8, 3, 19, 20, 3, 18, 13
Medium, 153, 2, 7, 17, 13, 16, 21, 16, 10, 10
Medium, 320, 19, 10, 22, 12, 1, 25, 14, 8, 9
Medium, 700, 18, 3, 16, 20, 14, 15, 17, 7, 23
Medium, 141, 11, 14, 25, 9, 3, 18, 9, 17, 9
Medium, 167, 3, 23, 7, 6, 25, 5, 11, 14, 7
Medium, 802, 1, 12, 14, 18, 2, 19, 15, 23, 1
Medium, 331, 21, 20, 6, 1, 18, 1, 18, 9, 2
Medium, 458, 17, 20, 8, 12, 17, 13, 25, 1, 5
Medium, 788, 3, 2, 6, 3, 23, 4, 24, 21, 11
Medium, 681, 5, 1, 9, 6, 19, 2, 22, 3, 9
Medium, 899, 11, 2, 15, 25, 20, 20, 5, 11, 9
Medium, 556, 14, 9, 22, 2, 1, 25, 16, 23, 3
Medium, 164, 20, 20, 21, 10, 2, 22, 24, 1, 11
Medium, 723, 25, 24, 1, 16, 17, 23, 7, 6, 15
Medium, 589, 4, 4, 18, 9, 17, 21, 23, 4, 8
Medium, 666, 24, 21, 10, 3, 23, 10, 11, 24, 23
Medium, 763, 19, 13, 22, 13, 14, 24, 19, 10, 7
Medium, 971, 24, 23, 5, 21, 11, 9, 25, 6, 5
Medium, 399, 15, 23, 8, 6, 11, 9, 4, 8, 23
Medium, 644, 22, 20, 11, 3, 13, 9, 1, 3, 9
Medium, 384, 5, 17, 2, 4, 24, 23, 6, 11, 20
Medium, 984, 15, 4, 6, 14, 17, 6, 16, 1, 11
Medium, 965, 14, 6, 25, 14, 25, 19, 2, 12, 15
Medium, 942, 5, 8, 8, 9, 22, 13, 14, 1, 20
Medium, 368, 23, 20, 23, 19, 24, 18, 6, 6, 6
Medium, 633, 12, 15, 18, 7, 9, 15, 16, 25, 3
Medium, 107, 12, 3, 17, 11, 14, 9, 15, 4, 23
Medium, 850, 14, 6, 3, 2, 1, 15, 2, 5, 16
Medium, 481, 16, 21, 7, 17, 13, 25, 22, 10, 19
Medium, 512, 3, 18, 5, 18, 18, 2, 7, 18, 20
Medium, 275, 5, 25, 10, 10, 13, 24, 21, 11, 22
Medium, 592, 17, 11, 22, 7, 13, 15, 9, 16, 14
Medium, 438, 5, 23, 6, 22, 3, 19, 5, 3, 14
Medium, 912, 19, 8, 25, 24, 8, 8, 17, 7, 18
Medium, 634, 15, 21, 9, 1, 24, 14, 25, 23, 4
Medium, 572, 13, 23, 24, 6, 4, 22, 24, 2, 13
Medium, 450, 12, 21, 16, 8, 1, 5, 9, 19, 5
Medium, 387, 7, 14, 22, 13, 20, 14, 19, 2, 24
Medium, 721, 19, 8, 17, 4, 3, 20, 25, 14, 17
Medium, 799, 17, 5, 15, 16, 3, 10, 17, 17, 2
Medium, 1000, 2, 24, 2, 23, 21, 8, 2, 24, 14
Medium, 410, 10, 3, 6, 8, 7, 24, 6, 10, 13
Medium, 106, 18, 15, 15, 25, 25, 16, 5, 15, 12
Medium, 902, 21, 19, 23, 23, 13, 17, 23, 7, 6
Medium, 210, 22, 17, 19, 13, 12, 20, 2, 14, 20
Medium, 769, 17, 25, 24, 14, 7, 3, 14, 9, 8
Medium, 340, 4, 8, 22, 24, 7, 20, 4, 22, 7
Medium, 499, 12, 2, 20, 22, 20, 8, 4, 1, 21
Medium, 744, 23, 17, 7, 3, 24, 22, 8, 11, 9
Medium, 698, 3, 9, 8, 18, 13, 6, 17, 25, 25
Medium, 351, 2, 21, 7, 16, 12, 5, 10, 5, 15
Medium, 819, 13, 4, 23, 1, 2, 22, 22, 3, 4
Medium, 384, 11, 15, 24, 6, 4, 9, 4, 25, 25
Medium, 683, 3, 14, 24, 16, 16, 21, 15, 10, 8
Medium, 214, 6, 13, 14, 25, 10, 8, 11, 5, 7
Medium, 791, 13, 24, 17, 6, 21, 15, 16, 1, 18
Medium, 277, 1, 20, 21, 5, 4, 5, 18, 6, 1
Medium, 638, 24, 15, 17, 6, 22, 18, 3, 5, 22
Medium, 511, 22, 20, 5, 4, 25, 10, 2, 15, 18
Medium, 626, 17, 6, 5, 1, 1, 16, 16, 2, 8
Medium, 946, 14, 19, 13, 10, 2, 12, 12, 21, 12
Medium, 698, 4, 21, 23, 24, 21, 4, 4, 13, 12
Medium, 192, 17, 3, 11, 20, 15, 21, 19, 23, 14
Medium, 220, 16, 10, 19, 14, 8, 8, 5, 22, 12
Medium, 873, 22, 12, 8, 23, 7, 7, 16, 15, 7
Medium, 896, 12, 5, 3, 7, 5, 23, 17, 19, 3
Medium, 636, 8, 24, 6, 1, 3, 20, 10, 10, 12
Medium, 390, 5, 21, 25, 9, 12, 14, 12, 16, 18
Medium, 934, 25, 25, 22, 20, 9, 19, 3, 18, 15
Medium, 857, 16, 8, 8, 8, 13, 15, 16, 18, 25
Medium, 852, 19, 19, 5, 15, 2, 5, 11, 5, 23
Medium, 123, 20, 17, 14, 5, 24, 9, 10, 23, 23
Medium, 864, 7, 15, 12, 7, 1, 14, 23, 24, 18
Medium, 203, 8, 18, 24, 19, 10, 4, 16, 15, 1
Medium, 366, 25, 21, 19, 22, 21, 21, 5, 4, 7
Medium, 853, 23, 19, 2, 22, 7, 14, 10, 7, 19
Medium, 296, 8, 3, 21, 1, 24, 14, 14, 10, 13
Medium, 790, 8, 19, 18, 4, 11, 5, 8, 25, 25
Medium, 357, 11, 24, 8, 16, 20, 3, 7, 15, 3
Medium, 455, 1, 23, 5, 15, 6, 16, 9, 15, 20
Medium, 918, 6, 11, 11, 17, 4, 18, 9, 25, 21
Large, 4728, 25, 6, 13, 24, 8, 2, 13, 25, 24
Large, 5072, 21, 1, 19, 17, 18, 21, 1, 19, 9
Large, 8728, 25, 11, 17, 13, 10, 5, 11, 19, 21
Large, 4880, 1, 7, 22, 14, 11, 23, 17, 5, 25
Large, 1240, 22, 5, 24, 16, 25, 20, 13, 6, 20
Large, 7891, 3, 7, 5, 10, 13, 24, 19, 16, 2
Large, 5339, 23, 10, 2, 19, 1, 18, 22, 23, 13
Large, 4241, 20, 24, 12, 23, 6, 2, 17, 22, 10
Large, 4833, 3, 3, 8, 5, 19, 13, 5, 19, 19
Large, 3386, 14, 20, 11, 23, 3, 16, 14, 15, 16
Large, 7628, 24, 17, 1, 14, 3, 1, 15, 4, 12
Large, 9858, 6, 10, 7, 11, 5, 24, 10, 25, 2
Large, 9978, 12, 7, 17, 8, 6, 3, 19, 22, 15
Large, 3333, 3, 19, 19, 2, 13, 9, 24, 6, 16
Large, 9583, 14, 12, 23, 20, 19, 23, 15, 8, 2
Large, 8257, 7, 15, 1, 3, 15, 15, 1, 15, 2
Large, 6240, 19, 16, 17, 7, 13, 24, 10, 18, 8
Large, 5461, 3, 10, 14, 21, 22, 22, 10, 7, 6
Large, 4945, 22, 20, 12, 25, 2, 14, 8, 20, 11
Large, 6727, 9, 3, 8, 9, 2, 21, 19, 15, 7
Large, 1549, 8, 7, 8, 3, 17, 9, 18, 2, 4
Large, 1763, 24, 24, 17, 17, 8, 9, 18, 7, 4
Large, 7236, 5, 9, 3, 5, 7, 3, 8, 2, 10
Large, 5138, 23, 14, 24, 7, 24, 11, 18, 7, 9
Large, 5134, 25, 16, 10, 4, 6, 24, 12, 21, 4
Large, 1159, 10, 7, 12, 20, 3, 20, 17, 20, 19
Large, 5637, 11, 14, 14, 9, 24, 8, 20, 16, 18
Large, 7109, 6, 7, 24, 25, 5, 13, 13, 3, 2
Large, 4124, 16, 25, 7, 10, 25, 11, 20, 1, 2
Large, 9117, 23, 15, 25, 2, 21, 6, 15, 6, 12
Large, 9547, 7, 14, 16, 19, 12, 19, 23, 16, 12
Large, 1951, 4, 6, 16, 20, 4, 17, 3, 3, 16
Large, 8198, 23, 22, 4, 16, 9, 25, 6, 6, 9
Large, 9552, 10, 15, 19, 4, 13, 15, 13, 17, 15
Large, 8311, 18, 1, 22, 22, 10, 24, 23, 21, 14
Large, 6912, 9, 24, 19, 12, 21, 16, 13, 14, 20
Large, 5741, 1, 2, 5, 24, 17, 18, 21, 11, 17
Large, 9284, 4, 3, 1, 11, 12, 21, 15, 20, 22
Large, 6595, 6, 6, 4, 11, 6, 10, 6, 25, 9
Large, 7289, 23, 10, 18, 19, 10, 19, 8, 16, 11
Large, 2138, 21, 1, 3, 9, 14, 24, 25, 24, 25
Large, 4185, 10, 10, 17, 12, 7, 20, 2, 4, 9
Large, 8190, 7, 22, 7, 17, 14, 13, 6, 5, 22
Large, 8031, 6, 17, 12, 12, 22, 5, 19, 24, 24
Large, 4145, 11, 24, 24, 12, 16, 24, 17, 18, 25
Large, 4952, 13, 21, 3, 10, 18, 4, 2, 8, 5
Large, 4779, 13, 16, 20, 12, 24, 3, 7, 7, 3
Large, 5780, 24, 18, 11, 10, 5, 22, 13, 2, 7
Large, 8856, 17, 15, 10, 22, 5, 2, 11, 3, 3
Large, 7277, 9, 5, 2, 2, 8, 20, 13, 7, 21
Large, 1354, 16, 10, 19, 15, 18, 5, 4, 22, 20
Large, 5238, 11, 1, 19, 15, 12, 15, 25, 14, 9
Large, 1903, 12, 21, 22, 24, 21, 7, 13, 17, 22
Large, 5816, 21, 9, 5, 25, 15, 22, 7, 17, 16
Large, 5311, 11, 18, 21, 10, 10, 2, 15, 2, 16
Large, 8073, 21, 22, 4, 4, 12, 10, 1, 20, 21
Large, 4681, 19, 18, 10, 11, 9, 15, 14, 2, 6
Large, 7953, 16, 18, 15, 1, 19, 12, 6, 10, 11
Large, 4298, 5, 5, 7, 1, 5, 3, 9, 9, 1
Large, 9675, 3, 2, 12, 6, 23, 9, 11, 15, 25
Large, 3817, 9, 13, 23, 13, 10, 21, 1, 9, 8
Large, 1892, 10, 18, 20, 3, 17, 24, 22, 11, 21
Large, 2001, 10, 19, 16, 18, 12, 24, 25, 5, 11
Large, 6362, 17, 17, 20, 22, 3, 24, 4, 1, 4
Large, 3344, 17, 16, 11, 4, 9, 10, 14, 17, 13
Large, 6094, 19, 17, 22, 5, 7, 12, 20, 7, 13
Large, 6587, 14, 7, 16, 17, 7, 10, 14, 7, 16
Large, 4166, 14, 22, 14, 20, 12, 14, 8, 21, 21
Large, 4690, 17, 13, 1, 14, 7, 24, 1, 4, 15
Large, 4523, 5, 3, 16, 24, 15, 6, 17, 13, 10
Large, 5189, 12, 5, 5, 19, 2, 16, 10, 25, 4
Large, 8396, 21, 4, 19, 17, 8, 5, 21, 20, 9
Large, 1594, 22, 16, 6, 17, 16, 10, 4, 6, 12
Large, 7019, 5, 18, 12, 20, 4, 15, 25, 20, 12
Large, 9669, 4, 3, 16, 12, 9, 23, 6, 24, 13
Large, 4142, 3, 18, 17, 20, 5, 4, 20, 11, 23
Large, 1774, 15, 21, 3, 7, 20, 19, 11, 6, 12
Large, 4870, 16, 10, 14, 6, 24, 24, 20, 21, 8
Large, 5000, 13, 6, 16, 24, 23, 17, 10, 8, 21
Large, 4531, 15, 16, 6, 2, 14, 25, 10, 1, 3
Large, 3687, 14, 12, 14, 24, 21, 22, 2, 2, 23
Large, 4105, 9, 9, 7, 8, 18, 18, 1, 11, 12
Large, 8022, 16, 25, 5, 25, 24, 1, 23, 22, 11
Large, 8481, 13, 5, 10, 22, 10, 24, 7, 19, 13
Large, 8568, 10, 15, 9, 3, 12, 15, 13, 19, 12
Large, 6630, 18, 9, 13, 7, 23, 9, 21, 22, 15
Large, 7961, 12, 24, 19, 9, 1, 23, 6, 17, 24
Large, 4278, 24, 1, 11, 24, 16, 22, 5, 5, 20
Large, 8736, 25, 14, 5, 11, 19, 6, 13, 1, 10
Large, 2812, 2, 15, 1, 10, 25, 12, 2, 12, 9
Large, 3817, 18, 2, 25, 10, 23, 23, 1, 25, 9
Large, 6484, 10, 5, 16, 22, 15, 23, 14, 24, 13
Large, 7790, 23, 8, 22, 13, 23, 8, 16, 5, 18
Large, 7902, 8, 9, 10, 20, 8, 16, 9, 20, 14
Large, 1067, 23, 11, 5, 22, 25, 4, 9, 24, 20
Large, 4099, 4, 4, 16, 1, 2, 21, 4, 22, 22
Large, 9930, 14, 21, 16, 9, 1, 23, 20, 13, 16
Large, 8775, 18, 14, 11, 14, 23, 9, 1, 2, 10
Large, 2142, 9, 17, 15, 7, 4, 3, 6, 19, 14
Large, 8287, 9, 18, 7, 20, 1, 25, 8, 3, 16
