Medium, 254, 24, 14, 18, 10, 17
Medium, 930, 8, 10, 1, 19, 23
Medium, 273, 5, 4, 17, 14, 5
Medium, 496, 22, 4, 15, 20, 10
Medium, 442, 19, 7, 13, 7, 19
Medium, 468, 15, 5, 5, 10, 9
Medium, 237, 7, 15, 4, 21, 22
Medium, 218, 20, 14, 25, 17, 2
Medium, 955, 3, 15, 25, 23, 16
Medium, 442, 23, 15, 3, 8, 24
Medium, 751, 17, 8, 25, 19, 8
Medium, 282, 21, 14, 13, 23, 5
Medium, 508, 3, 24, 23, 3, 8
Medium, 667, 8, 14, 6, 25, 16
Medium, 525, 5, 11, 1, 6, 20
Medium, 358, 7, 25, 16, 23, 15
Medium, 308, 21, 8, 3, 24, 12
Medium, 400, 6, 22, 12, 7, 16
Medium, 906, 6, 24, 1, 2, 13
Medium, 498, 14, 17, 9, 17, 13
Medium, 969, 4, 24, 2, 25, 25
Medium, 357, 15, 6, 8, 7, 20
Medium, 319, 24, 10, 22, 17, 9
Large, 4063, 18, 11, 5, 13, 24
Large, 2141, 23, 8, 7, 10, 23
Large, 9612, 20, 4, 6, 20, 2
Large, 6109, 5, 7, 1, 22, 18
Large, 2751, 24, 11, 2, 21, 2
Large, 1537, 5, 5, 11, 1, 23
Large, 7318, 14, 4, 18, 18, 7
Large, 1800, 2, 4, 2, 15, 11
Large, 1172, 7, 23, 16, 11, 6
Large, 6737, 2, 10, 24, 20, 3
Large, 1056, 12, 14, 16, 23, 1
Large, 7654, 17, 9, 21, 4, 21
Large, 8921, 16, 5, 23, 11, 8
Large, 4270, 20, 1, 23, 14, 23
Large, 8513, 10, 16, 6, 14, 18
Large, 2100, 7, 16, 2, 16, 9
Large, 6223, 14, 2, 21, 4, 8
Large, 7320, 1, 22, 11, 7, 4
Large, 7833, 7, 1, 15, 23, 13
Large, 8438, 13, 15, 12, 8, 18
Large, 3313, 16, 5, 24, 17, 6
Large, 7066, 23, 21, 11, 14, 19
Large, 9723, 5, 17, 15, 7, 8
Large, 5319, 4, 10, 16, 4, 6
Large, 5712, 23, 15, 12, 2, 20
Large, 1737, 21, 25, 17, 24, 5
Large, 6158, 22, 24, 17, 8, 23
Large, 7175, 7, 18, 19, 16, 1
Large, 1971, 23, 12, 2, 19, 2
Large, 8164, 16, 3, 6, 23, 23
Large, 5447, 3, 2, 18, 3, 25
Large, 2947, 1, 2, 16, 8, 25
Large, 8999, 11, 5, 7, 8, 3
Large, 1342, 3, 8, 7, 5, 1
Large, 7114, 14, 16, 14, 20, 3
Large, 1470, 16, 13, 17, 24, 19
Large, 8913, 3, 17, 19, 7, 8
Large, 6016, 14, 9, 2, 18, 2
Large, 2465, 19, 24, 9, 5, 9
Large, 7407, 14, 7, 2, 9, 15
Large, 3468, 12, 11, 5, 25, 16
Large, 9387, 15, 18, 7, 8, 8
Large, 2162, 7, 7, 8, 13, 4
Large, 2622, 6, 19, 16, 6, 10
Large, 4607, 4, 19, 9, 11, 1
Large, 6817, 12, 11, 11, 19, 13
Large, 8521, 12, 21, 24, 4, 5
Large, 4280, 18, 22, 15, 23, 5
Large, 7560, 21, 6, 7, 13, 13
Large, 7647, 4, 5, 1, 2, 15
Large, 4592, 24, 11, 2, 21, 9
Large, 5401, 6, 19, 18, 13, 20
Large, 3487, 11, 24, 21, 16, 8
Large, 7552, 21, 7, 19, 9, 23
Large, 6621, 18, 20, 24, 17, 21
Large, 9103, 22, 12, 25, 10, 7
Large, 7291, 21, 15, 8, 15, 15
Large, 6094, 11, 22, 13, 21, 2
Large, 6958, 8, 25, 1, 14, 25
Large, 3271, 16, 6, 5, 25, 20
Large, 1185, 21, 11, 25, 14, 7
Large, 5148, 1, 8, 3, 23, 19
Large, 4569, 13, 23, 11, 15, 1
Large, 7686, 18, 25, 20, 1, 3
Large, 4501, 8, 21, 4, 3, 21
Large, 4269, 24, 10, 9, 10, 1
Large, 8599, 7, 25, 20, 21, 5
Large, 7136, 24, 24, 7, 23, 14
Large, 3351, 19, 12, 5, 9, 5
Large, 4450, 17, 23, 21, 20, 5
Large, 1641, 11, 9, 3, 1, 24
Large, 2581, 4, 20, 16, 3, 22
Large, 3556, 11, 8, 5, 19, 3
Large, 2233, 23, 22, 8, 15, 23
Large, 7321, 18, 18, 19, 15, 16
Large, 9979, 2, 11, 11, 20, 14
Large, 2130, 2, 21, 10, 8, 17
Large, 3265, 14, 19, 5, 22, 2
Large, 8692, 22, 9, 1, 17, 23
Large, 1457, 14, 21, 13, 11, 17
Large, 1625, 15, 13, 19, 15, 6
Large, 5742, 20, 9, 3, 7, 17
Large, 2130, 23, 18, 7, 17, 15
Large, 1887, 16, 3, 21, 7, 11
Large, 6313, 22, 2, 3, 12, 4
Large, 3177, 15, 24, 24, 6, 19
Large, 8949, 22, 17, 5, 9, 10
Large, 7243, 22, 10, 18, 11, 20
Large, 8852, 23, 10, 2, 20, 20
Large, 7031, 24, 3, 24, 4, 1
Large, 4054, 14, 1, 16, 1, 4
Large, 4523, 13, 12, 23, 3, 13
Large, 1059, 5, 23, 24, 11, 25
Large, 6934, 2, 9, 11, 21, 8
Large, 3059, 16, 16, 3, 18, 18
Large, 6529, 7, 10, 6, 24, 14
Large, 1917, 1, 4, 20, 13, 20
Large, 8402, 16, 22, 17, 14, 7
Large, 8733, 9, 4, 2, 14, 16
Large, 4966, 9, 5, 13, 21, 24
