Small, 42, 5, 14, 17, 16, 5, 25
Small, 7, 25, 2, 3, 7, 4, 16
Small, 94, 21, 23, 17, 20, 6, 24
Small, 74, 24, 9, 13, 25, 10, 4
Small, 75, 2, 22, 15, 8, 11, 15
Small, 11, 24, 3, 14, 6, 4, 11
Small, 21, 18, 6, 12, 15, 13, 13
Small, 22, 16, 8, 8, 24, 14, 24
Small, 74, 8, 23, 8, 24, 9, 25
Small, 43, 1, 16, 11, 20, 17, 13
Small, 64, 18, 6, 12, 20, 2, 11
Small, 44, 7, 24, 21, 5, 16, 5
Small, 25, 2, 6, 16, 18, 6, 20
Small, 28, 16, 16, 4, 6, 9, 17
Small, 25, 22, 20, 18, 14, 8, 19
Small, 37, 16, 8, 20, 10, 19, 17
Small, 53, 13, 14, 5, 15, 23, 10
Small, 65, 18, 11, 22, 1, 20, 21
Small, 35, 6, 14, 15, 22, 23, 10
Small, 70, 18, 7, 16, 14, 18, 24
Small, 92, 12, 23, 8, 5, 21, 25
Small, 44, 16, 11, 24, 19, 12, 12
Small, 15, 2, 24, 15, 5, 1, 10
Small, 18, 12, 13, 21, 13, 2, 21
Small, 5, 11, 9, 18, 15, 2, 5
Small, 81, 1, 4, 22, 22, 6, 24
Small, 69, 19, 21, 16, 8, 19, 24
Small, 76, 21, 20, 25, 9, 17, 24
Small, 38, 17, 16, 14, 18, 8, 3
Small, 29, 10, 14, 12, 9, 7, 24
Small, 70, 23, 13, 2, 5, 17, 24
Small, 30, 11, 25, 22, 5, 2, 8
Small, 41, 8, 2, 5, 5, 4, 12
Small, 39, 8, 2, 16, 17, 19, 25
Small, 13, 17, 24, 20, 17, 13, 5
Small, 17, 13, 8, 24, 9, 5, 13
Small, 51, 5, 13, 17, 19, 6, 7
Small, 43, 6, 19, 25, 23, 18, 14
Small, 80, 7, 25, 4, 21, 5, 21
Small, 12, 6, 5, 4, 9, 6, 7
Small, 63, 24, 14, 9, 24, 7, 24
Small, 94, 22, 3, 2, 16, 22, 6
Small, 87, 25, 19, 22, 7, 23, 2
Small, 65, 5, 8, 13, 8, 6, 25
Small, 87, 23, 7, 16, 21, 1, 25
Small, 12, 23, 14, 22, 16, 22, 18
Medium, 839, 9, 4, 21, 18, 13, 1
Medium, 950, 6, 13, 19, 19, 25, 21
Medium, 982, 7, 1, 11, 3, 16, 10
Medium, 998, 23, 10, 22, 24, 14, 8
Medium, 533, 2, 15, 9, 25, 3, 16
Medium, 655, 9, 1, 19, 5, 17, 4
Medium, 289, 15, 1, 7, 18, 12, 21
Medium, 298, 7, 11, 16, 5, 9, 7
Medium, 377, 19, 17, 22, 15, 3, 1
Medium, 354, 19, 2, 25, 18, 23, 5
Medium, 561, 22, 10, 13, 2, 25, 13
Medium, 731, 16, 21, 3, 4, 5, 2
Medium, 372, 3, 25, 25, 11, 17, 22
Medium, 630, 19, 15, 22, 9, 3, 4
Medium, 289, 1, 14, 15, 20, 10, 7
Medium, 121, 1, 2, 2, 5, 15, 7
Medium, 676, 19, 23, 15, 12, 18, 6
Medium, 811, 25, 6, 22, 22, 25, 23
Medium, 690, 19, 24, 13, 8, 13, 19
Medium, 177, 8, 8, 10, 21, 8, 11
Medium, 991, 2, 13, 3, 10, 14, 18
Medium, 327, 17, 18, 15, 25, 8, 16
Medium, 252, 10, 10, 22, 8, 21, 14
Medium, 994, 9, 1, 21, 11, 12, 17
Medium, 765, 8, 22, 16, 15, 21, 2
Medium, 798, 13, 4, 2, 16, 19, 14
Medium, 240, 13, 23, 10, 20, 7, 22
Medium, 233, 19, 2, 10, 13, 6, 14
Medium, 737, 21, 23, 16, 19, 1, 23
Medium, 216, 19, 8, 9, 23, 22, 7
Medium, 691, 14, 22, 5, 3, 20, 14
Medium, 801, 21, 17, 12, 11, 3, 11
Medium, 822, 13, 4, 24, 19, 15, 23
Medium, 924, 16, 18, 20, 13, 20, 20
Medium, 325, 25, 17, 8, 12, 17, 18
Medium, 280, 20, 19, 23, 21, 12, 15
Medium, 797, 9, 3, 23, 22, 17, 5
Medium, 366, 15, 10, 7, 2, 21, 7
Medium, 487, 8, 5, 4, 15, 25, 22
Medium, 621, 9, 11, 18, 6, 24, 13
Medium, 736, 6, 5, 10, 13, 7, 8
Medium, 969, 10, 1, 11, 10, 24, 4
Medium, 854, 4, 10, 1, 11, 20, 23
Medium, 899, 14, 21, 23, 13, 4, 22
Medium, 851, 3, 25, 16, 5, 8, 17
Medium, 830, 21, 20, 3, 10, 2, 9
Medium, 167, 21, 20, 15, 18, 6, 7
Medium, 769, 6, 4, 15, 18, 11, 7
Medium, 560, 3, 6, 18, 5, 4, 5
Medium, 709, 8, 10, 9, 14, 2, 3
Medium, 743, 8, 3, 24, 1, 2, 9
Medium, 371, 16, 3, 24, 13, 15, 8
Medium, 207, 11, 24, 20, 18, 4, 21
Medium, 121, 22, 16, 3, 3, 19, 13
Medium, 170, 12, 10, 14, 19, 6, 16
Medium, 990, 17, 8, 17, 13, 15, 9
Medium, 840, 8, 1, 2, 20, 13, 23
Medium, 362, 7, 2, 9, 25, 13, 20
Medium, 499, 19, 20, 9, 6, 16, 8
Medium, 973, 8, 18, 19, 5, 24, 14
Medium, 340, 15, 16, 10, 14, 1, 23
Medium, 401, 11, 9, 21, 3, 16, 5
Medium, 598, 14, 18, 25, 12, 9, 19
Medium, 112, 9, 24, 12, 22, 15, 13
Medium, 780, 2, 12, 13, 2, 12, 1
Medium, 419, 22, 17, 16, 20, 2, 4
Medium, 458, 23, 11, 19, 6, 3, 13
Medium, 226, 21, 6, 7, 6, 20, 12
Medium, 720, 3, 14, 18, 20, 19, 7
Medium, 243, 19, 24, 24, 7, 11, 17
Medium, 680, 11, 11, 4, 24, 8, 24
Medium, 727, 18, 9, 13, 8, 4, 25
Medium, 309, 2, 14, 8, 14, 25, 24
Medium, 561, 9, 15, 9, 1, 24, 25
Medium, 654, 23, 15, 18, 3, 7, 18
Medium, 861, 19, 10, 13, 13, 7, 5
Medium, 990, 15, 11, 21, 5, 21, 10
Medium, 790, 15, 10, 16, 3, 10, 1
Medium, 494, 16, 16, 1, 9, 5, 25
Medium, 746, 5, 14, 15, 21, 3, 7
Medium, 800, 22, 18, 2, 15, 2, 13
Medium, 535, 21, 15, 8, 25, 17, 1
Medium, 592, 20, 7, 23, 12, 18, 10
Medium, 936, 12, 4, 6, 24, 15, 19
Medium, 978, 18, 3, 11, 13, 5, 9
Medium, 531, 25, 21, 20, 4, 2, 14
Medium, 285, 12, 23, 17, 15, 11, 1
Medium, 164, 7, 4, 10, 6, 17, 8
Medium, 355, 9, 13, 24, 18, 10, 18
Medium, 605, 16, 23, 5, 6, 22, 5
Medium, 813, 21, 16, 22, 4, 2, 2
Medium, 614, 13, 12, 10, 7, 13, 21
Medium, 344, 22, 21, 11, 25, 18, 18
Medium, 836, 8, 4, 4, 2, 21, 14
Medium, 982, 11, 13, 18, 21, 16, 22
Medium, 419, 4, 16, 10, 23, 25, 25
Medium, 991, 19, 5, 24, 10, 23, 12
Medium, 262, 25, 21, 24, 9, 13, 1
Medium, 553, 5, 2, 9, 8, 23, 15
Medium, 139, 12, 11, 1, 1, 22, 10
Large, 3581, 20, 13, 7, 14, 10, 17
Large, 7421, 9, 10, 2, 1, 9, 18
Large, 9137, 14, 21, 15, 7, 23, 11
Large, 4545, 21, 5, 22, 25, 12, 7
Large, 4343, 18, 15, 21, 21, 21, 4
Large, 1711, 17, 15, 21, 14, 17, 3
Large, 3956, 2, 7, 2, 7, 4, 13
Large, 1983, 23, 19, 22, 20, 14, 16
Large, 2482, 18, 20, 9, 21, 16, 16
Large, 8738, 2, 10, 13, 19, 23, 1
Large, 8208, 14, 4, 4, 17, 1, 13
Large, 5231, 1, 18, 17, 12, 18, 24
Large, 7373, 9, 15, 7, 21, 24, 19
Large, 8327, 6, 9, 14, 17, 14, 12
Large, 7007, 11, 16, 25, 22, 25, 21
Large, 7507, 2, 20, 11, 11, 16, 1
Large, 7347, 3, 19, 1, 4, 4, 13
Large, 5974, 12, 21, 5, 9, 24, 24
Large, 9680, 9, 2, 2, 18, 14, 20
Large, 6507, 3, 14, 6, 7, 3, 6
Large, 7385, 21, 8, 3, 1, 4, 12
Large, 1197, 14, 23, 6, 13, 9, 20
Large, 8707, 17, 5, 9, 15, 22, 11
Large, 7416, 20, 7, 18, 8, 4, 14
Large, 8951, 9, 19, 9, 25, 6, 2
Large, 2395, 25, 8, 6, 3, 8, 12
Large, 3918, 15, 21, 10, 3, 2, 20
Large, 9498, 12, 8, 16, 19, 11, 23
Large, 7958, 3, 16, 25, 20, 16, 12
Large, 6766, 14, 13, 15, 3, 5, 5
Large, 9798, 3, 19, 11, 7, 1, 25
Large, 7528, 24, 21, 5, 2, 12, 18
Large, 1476, 15, 1, 13, 6, 19, 4
Large, 2262, 23, 5, 11, 7, 6, 12
Large, 4898, 17, 24, 13, 3, 9, 8
Large, 6257, 7, 16, 25, 9, 8, 24
Large, 3357, 20, 19, 18, 12, 2, 11
Large, 1213, 20, 9, 15, 3, 13, 9
Large, 7144, 8, 18, 15, 14, 11, 13
Large, 8623, 6, 18, 22, 7, 5, 3
Large, 1083, 20, 24, 23, 2, 15, 10
Large, 1224, 2, 16, 17, 11, 14, 14
Large, 1003, 18, 13, 12, 9, 6, 22
Large, 3452, 2, 24, 21, 13, 23, 24
Large, 5679, 17, 19, 11, 4, 20, 4
Large, 4608, 19, 23, 2, 18, 10, 15
Large, 9968, 6, 19, 12, 14, 22, 13
Large, 4240, 7, 2, 16, 19, 22, 3
Large, 5457, 21, 13, 3, 16, 3, 19
Large, 2415, 25, 2, 6, 24, 19, 3
Large, 8924, 25, 4, 15, 23, 23, 6
Large, 2809, 14, 14, 24, 15, 19, 8
Large, 6982, 23, 19, 13, 2, 25, 19
Large, 1385, 5, 18, 21, 21, 24, 1
Large, 8927, 16, 23, 4, 1, 23, 13
Large, 2152, 19, 10, 11, 15, 24, 6
Large, 7237, 13, 16, 5, 24, 10, 11
Large, 6336, 18, 16, 10, 10, 14, 12
Large, 4411, 13, 7, 2, 13, 12, 2
Large, 3955, 11, 4, 12, 21, 1, 11
Large, 3469, 18, 8, 23, 3, 11, 13
Large, 7996, 2, 10, 12, 1, 25, 3
Large, 9565, 9, 5, 10, 13, 17, 20
Large, 3756, 3, 17, 17, 19, 3, 5
Large, 9798, 8, 8, 4, 1, 22, 22
Large, 6354, 8, 18, 10, 9, 3, 1
Large, 2905, 24, 23, 22, 24, 16, 24
Large, 7867, 21, 9, 16, 17, 11, 13
Large, 8280, 9, 7, 8, 14, 3, 19
Large, 4668, 19, 14, 13, 23, 10, 17
Large, 3018, 10, 7, 15, 16, 10, 4
Large, 6630, 21, 23, 7, 21, 16, 20
Large, 4116, 5, 17, 1, 21, 4, 12
Large, 8522, 1, 14, 10, 19, 2, 22
Large, 7131, 2, 10, 2, 11, 8, 7
Large, 9621, 8, 7, 8, 20, 23, 14
Large, 8589, 5, 4, 19, 18, 7, 1
Large, 7160, 14, 25, 8, 11, 20, 17
Large, 8322, 1, 20, 20, 5, 18, 10
Large, 7287, 11, 10, 19, 12, 14, 22
Large, 7846, 12, 4, 2, 4, 23, 16
Large, 9809, 22, 21, 13, 19, 10, 16
Large, 1590, 21, 12, 12, 15, 24, 12
Large, 6158, 3, 7, 9, 17, 16, 16
Large, 1462, 23, 1, 25, 19, 19, 6
Large, 7472, 17, 22, 1, 24, 7, 19
Large, 8253, 15, 20, 23, 2, 5, 11
Large, 8442, 13, 19, 1, 23, 10, 6
Large, 7757, 10, 4, 8, 15, 1, 13
Large, 8693, 2, 4, 8, 11, 11, 21
Large, 1671, 14, 22, 10, 11, 18, 13
Large, 9202, 13, 14, 17, 10, 23, 6
Large, 6459, 12, 3, 5, 4, 1, 21
Large, 4752, 22, 21, 21, 9, 24, 20
Large, 7383, 5, 8, 11, 25, 5, 2
Large, 6556, 8, 1, 9, 20, 9, 25
Large, 9060, 3, 24, 9, 25, 23, 10
Large, 1715, 15, 7, 25, 16, 5, 13
Large, 6626, 18, 8, 20, 23, 1, 15
Large, 3163, 4, 6, 8, 3, 19, 24
