Medium, 277, 2, 1, 25, 6, 6, 22, 1, 3
Medium, 990, 24, 19, 13, 11, 14, 23, 25, 22
Medium, 427, 6, 20, 20, 21, 3, 3, 9, 8
Medium, 148, 3, 24, 21, 10, 3, 24, 3, 1
Medium, 207, 5, 25, 6, 2, 17, 1, 3, 24
Medium, 272, 11, 3, 15, 6, 9, 13, 9, 7
Medium, 414, 16, 14, 2, 25, 3, 8, 22, 11
Medium, 639, 15, 23, 10, 22, 13, 24, 6, 9
Medium, 955, 15, 11, 6, 14, 6, 2, 11, 21
Medium, 350, 19, 20, 24, 3, 15, 17, 25, 13
Medium, 674, 9, 24, 12, 6, 15, 10, 7, 20
Medium, 430, 1, 25, 24, 18, 5, 15, 22, 21
Medium, 118, 10, 25, 19, 3, 19, 12, 9, 5
Medium, 958, 13, 21, 14, 19, 14, 17, 11, 18
Medium, 443, 6, 1, 5, 2, 7, 5, 2, 9
Medium, 757, 10, 17, 23, 13, 3, 1, 18, 25
Medium, 181, 24, 12, 22, 19, 5, 4, 10, 22
Medium, 810, 2, 9, 5, 9, 12, 9, 16, 13
Medium, 751, 6, 10, 14, 13, 8, 11, 16, 9
Medium, 250, 12, 9, 15, 18, 15, 15, 11, 22
Medium, 817, 16, 10, 24, 4, 24, 14, 19, 9
Medium, 665, 22, 12, 14, 11, 3, 15, 20, 8
Medium, 864, 8, 10, 10, 19, 23, 16, 15, 21
Medium, 343, 7, 22, 14, 14, 4, 18, 24, 24
Medium, 457, 4, 12, 6, 16, 9, 5, 14, 18
Medium, 310, 7, 25, 3, 20, 21, 21, 14, 10
Medium, 352, 23, 7, 24, 19, 6, 11, 11, 4
Medium, 583, 14, 23, 13, 24, 25, 11, 2, 5
Medium, 305, 8, 9, 22, 7, 15, 24, 6, 2
Medium, 718, 3, 6, 10, 16, 8, 10, 17, 8
Medium, 761, 8, 20, 3, 22, 21, 12, 17, 5
Medium, 269, 5, 25, 21, 13, 2, 9, 14, 23
Medium, 916, 22, 21, 23, 21, 21, 19, 17, 2
Medium, 991, 13, 5, 2, 17, 9, 1, 24, 21
Medium, 949, 6, 24, 5, 14, 6, 3, 21, 6
Medium, 374, 1, 21, 17, 15, 5, 20, 18, 7
Medium, 778, 7, 18, 10, 7, 17, 1, 5, 14
Medium, 128, 18, 1, 8, 3, 8, 19, 17, 3
Medium, 122, 1, 11, 22, 7, 6, 15, 19, 17
Medium, 507, 14, 15, 12, 2, 15, 20, 20, 1
Medium, 677, 1, 14, 12, 21, 23, 3, 4, 16
Medium, 319, 4, 16, 17, 25, 23, 21, 7, 15
Medium, 844, 10, 15, 2, 6, 23, 1, 4, 22
Medium, 809, 25, 12, 2, 24, 4, 9, 19, 17
Medium, 415, 4, 6, 1, 13, 24, 12, 21, 5
Medium, 174, 24, 4, 13, 8, 3, 21, 16, 11
Medium, 684, 11, 15, 23, 24, 4, 3, 5, 22
Medium, 655, 20, 22, 22, 1, 17, 19, 19, 22
Medium, 350, 15, 1, 22, 7, 4, 18, 2, 15
Medium, 696, 16, 3, 7, 1, 6, 19, 15, 5
Medium, 866, 1, 23, 1, 8, 7, 20, 17, 12
Medium, 355, 25, 12, 20, 25, 22, 15, 22, 22
Medium, 471, 1, 21, 8, 8, 12, 17, 3, 24
Medium, 193, 6, 7, 23, 9, 11, 19, 18, 19
Medium, 859, 25, 9, 12, 10, 8, 23, 22, 14
Medium, 285, 6, 2, 8, 4, 17, 15, 1, 9
Medium, 641, 22, 10, 23, 12, 25, 5, 11, 4
Medium, 340, 10, 20, 13, 5, 6, 24, 8, 14
Medium, 484, 7, 3, 22, 6, 9, 18, 22, 25
Medium, 657, 11, 5, 17, 11, 6, 10, 1, 16
Medium, 348, 5, 17, 25, 19, 8, 25, 22, 21
Medium, 141, 16, 12, 10, 18, 7, 15, 3, 18
Medium, 885, 11, 9, 15, 16, 25, 11, 5, 1
Medium, 144, 16, 22, 3, 1, 13, 16, 17, 23
Medium, 924, 7, 23, 18, 3, 12, 4, 25, 17
Medium, 791, 9, 19, 12, 16, 16, 15, 3, 11
Medium, 294, 20, 11, 24, 12, 11, 17, 2, 4
Medium, 733, 10, 20, 8, 1, 15, 23, 11, 9
Medium, 888, 25, 22, 8, 21, 3, 17, 9, 20
Medium, 384, 20, 4, 13, 19, 23, 18, 15, 5
Medium, 199, 25, 12, 24, 4, 5, 24, 8, 10
Medium, 358, 11, 19, 15, 3, 5, 12, 24, 19
Medium, 650, 9, 18, 18, 18, 17, 6, 23, 10
Medium, 568, 16, 8, 5, 3, 4, 12, 17, 5
Medium, 793, 7, 19, 22, 9, 6, 13, 2, 6
Medium, 108, 25, 12, 22, 11, 20, 9, 8, 17
Medium, 714, 7, 5, 8, 21, 5, 17, 17, 11
Medium, 361, 16, 15, 17, 1, 25, 1, 20, 24
Medium, 714, 8, 18, 20, 17, 16, 3, 7, 8
Medium, 627, 12, 8, 12, 8, 22, 25, 10, 15
Medium, 486, 16, 7, 15, 18, 9, 15, 4, 5
Medium, 528, 21, 1, 17, 4, 10, 17, 11, 3
Medium, 289, 1, 8, 4, 24, 10, 17, 1, 21
Medium, 546, 17, 21, 23, 14, 16, 15, 3, 5
Medium, 546, 2, 18, 14, 11, 24, 13, 3, 8
Medium, 107, 13, 12, 11, 2, 16, 12, 15, 22
Medium, 567, 17, 21, 14, 23, 9, 20, 9, 20
Medium, 426, 14, 23, 17, 3, 6, 6, 2, 6
Medium, 595, 18, 13, 16, 3, 25, 9, 13, 17
Medium, 740, 8, 9, 15, 13, 18, 18, 20, 25
Medium, 600, 1, 20, 1, 7, 23, 7, 20, 16
Large, 9477, 4, 5, 14, 9, 20, 3, 4, 3
Large, 4979, 19, 25, 17, 24, 1, 2, 10, 20
Large, 9772, 14, 14, 16, 10, 9, 24, 10, 17
Large, 7044, 18, 24, 1, 25, 11, 2, 25, 8
Large, 7440, 1, 20, 7, 4, 25, 1, 10, 15
Large, 6258, 3, 1, 23, 12, 19, 2, 14, 7
Large, 6183, 12, 9, 2, 19, 4, 17, 2, 13
Large, 1208, 5, 10, 25, 6, 7, 17, 8, 20
Large, 9183, 18, 22, 3, 15, 7, 14, 5, 4
Large, 6477, 21, 10, 12, 12, 4, 19, 4, 3
Large, 3114, 25, 18, 21, 7, 16, 13, 23, 18
Large, 4224, 19, 14, 5, 2, 9, 10, 12, 3
Large, 7081, 9, 12, 20, 20, 17, 6, 24, 6
Large, 1672, 11, 6, 18, 8, 4, 15, 8, 1
Large, 1411, 10, 5, 6, 21, 24, 20, 6, 20
Large, 3200, 12, 16, 21, 18, 6, 1, 1, 15
Large, 5320, 25, 17, 25, 4, 2, 1, 4, 21
Large, 8901, 24, 10, 11, 1, 18, 12, 3, 21
Large, 9303, 12, 3, 4, 20, 18, 13, 18, 2
Large, 2591, 20, 21, 4, 2, 2, 21, 20, 21
Large, 1053, 23, 17, 3, 16, 25, 5, 16, 4
Large, 2746, 23, 11, 18, 24, 23, 17, 10, 21
Large, 4485, 11, 10, 22, 2, 14, 18, 25, 6
Large, 9382, 16, 16, 5, 19, 10, 4, 2, 25
Large, 6668, 9, 8, 23, 4, 2, 6, 6, 19
Large, 9282, 15, 5, 9, 19, 8, 2, 17, 8
Large, 3496, 14, 25, 13, 17, 12, 2, 15, 20
Large, 6605, 2, 15, 20, 6, 17, 2, 12, 21
Large, 5179, 24, 9, 21, 2, 22, 12, 1, 7
Large, 7732, 4, 17, 11, 3, 12, 13, 18, 6
Large, 1228, 2, 25, 18, 19, 14, 21, 20, 3
Large, 5374, 25, 3, 11, 24, 18, 13, 3, 3
Large, 1970, 21, 19, 1, 3, 8, 21, 18, 23
Large, 1488, 1, 25, 7, 24, 2, 21, 20, 12
Large, 2886, 19, 5, 18, 10, 21, 25, 11, 24
Large, 7731, 25, 24, 19, 12, 11, 11, 23, 3
Large, 4739, 4, 4, 21, 9, 3, 9, 24, 1
Large, 4879, 10, 6, 17, 11, 1, 6, 9, 12
Large, 1941, 6, 12, 11, 8, 25, 12, 20, 13
Large, 3596, 25, 21, 6, 3, 19, 22, 22, 17
Large, 7337, 22, 25, 16, 11, 3, 16, 6, 23
Large, 6707, 16, 12, 1, 19, 14, 12, 8, 8
Large, 1092, 15, 4, 18, 7, 22, 12, 3, 14
Large, 7116, 8, 15, 15, 9, 24, 21, 9, 11
Large, 4050, 4, 10, 9, 22, 22, 15, 8, 14
Large, 7308, 12, 5, 23, 2, 24, 19, 5, 18
Large, 4650, 14, 11, 5, 16, 8, 16, 4, 16
Large, 3606, 23, 22, 23, 6, 21, 17, 23, 17
Large, 6198, 2, 19, 3, 12, 18, 5, 24, 22
Large, 9854, 4, 14, 8, 23, 6, 23, 2, 13
Large, 6323, 8, 15, 4, 2, 23, 8, 22, 5
Large, 4705, 22, 16, 23, 23, 16, 3, 22, 9
Large, 1834, 1, 11, 8, 20, 4, 24, 5, 21
Large, 5355, 13, 23, 2, 25, 4, 22, 2, 16
Large, 4506, 18, 25, 19, 19, 1, 23, 19, 1
Large, 9031, 12, 13, 20, 15, 24, 19, 24, 5
Large, 6972, 25, 16, 3, 16, 21, 18, 21, 13
Large, 3330, 7, 15, 24, 2, 6, 5, 20, 8
Large, 9241, 16, 12, 5, 14, 21, 7, 21, 13
Large, 5188, 6, 15, 1, 22, 13, 15, 2, 14
Large, 6882, 4, 17, 7, 18, 8, 11, 1, 22
Large, 9508, 6, 4, 6, 13, 20, 17, 6, 4
Large, 7205, 4, 1, 5, 7, 16, 6, 21, 7
Large, 6843, 6, 17, 21, 14, 20, 12, 17, 22
Large, 8498, 14, 25, 3, 7, 11, 8, 11, 8
Large, 6113, 8, 22, 10, 25, 15, 2, 20, 10
Large, 7492, 11, 8, 9, 8, 9, 15, 11, 8
Large, 2671, 8, 7, 14, 17, 22, 21, 5, 17
Large, 3106, 11, 11, 3, 10, 2, 1, 20, 23
Large, 1123, 1, 1, 21, 24, 1, 9, 17, 3
Large, 4110, 14, 23, 20, 3, 19, 5, 12, 14
Large, 2638, 23, 10, 11, 10, 11, 20, 14, 15
Large, 1495, 2, 8, 10, 12, 5, 6, 7, 10
Large, 6637, 11, 3, 15, 14, 17, 20, 19, 1
Large, 9234, 23, 13, 15, 19, 17, 20, 10, 25
Large, 4456, 16, 25, 4, 24, 16, 5, 22, 11
Large, 1055, 19, 11, 18, 24, 22, 3, 9, 20
Large, 1829, 22, 18, 18, 5, 4, 8, 14, 21
Large, 9077, 23, 8, 6, 16, 16, 20, 12, 11
Large, 6070, 5, 23, 24, 3, 5, 18, 23, 24
Large, 7844, 4, 21, 16, 14, 3, 23, 8, 6
Large, 5701, 7, 17, 3, 23, 23, 20, 22, 3
Large, 3840, 4, 16, 4, 6, 12, 14, 9, 25
Large, 9848, 7, 16, 5, 14, 4, 4, 12, 3
Large, 9418, 11, 14, 23, 16, 3, 17, 19, 22
Large, 3843, 12, 25, 25, 10, 23, 7, 13, 21
Large, 2286, 8, 10, 5, 8, 14, 22, 18, 15
Large, 3621, 23, 21, 25, 21, 25, 25, 19, 10
Large, 7867, 13, 9, 10, 23, 3, 9, 21, 6
Large, 3995, 1, 12, 15, 7, 20, 14, 11, 21
Large, 5340, 15, 15, 22, 4, 4, 12, 6, 3
Large, 1403, 17, 13, 25, 9, 17, 2, 20, 7
Large, 5115, 11, 20, 19, 24, 10, 20, 7, 10
Large, 1148, 12, 21, 9, 2, 3, 23, 20, 25
Large, 8935, 20, 9, 12, 12, 21, 8, 23, 10
Large, 1791, 25, 16, 2, 23, 11, 11, 3, 25
Large, 2806, 21, 17, 12, 14, 16, 24, 16, 12
Large, 7515, 2, 22, 11, 10, 2, 19, 22, 10
Large, 9918, 16, 13, 9, 16, 2, 21, 9, 15
Large, 2224, 21, 11, 17, 22, 12, 18, 7, 10
