Small, 0, 22, 10, 12, 6, 10, 8, 9, 16, 12, 9, 7, 21, 12, 18, 10
Small, 39, 11, 21, 15, 5, 21, 15, 5, 4, 6, 1, 1, 6, 1, 23, 3
Small, 91, 13, 21, 7, 1, 21, 4, 5, 20, 18, 3, 18, 23, 9, 16, 17
Small, 4, 22, 15, 16, 23, 24, 20, 3, 11, 20, 1, 25, 8, 16, 10, 5
Small, 89, 4, 7, 21, 15, 24, 6, 20, 17, 22, 10, 13, 5, 25, 1, 11
Small, 60, 17, 18, 2, 2, 11, 2, 1, 21, 10, 19, 18, 6, 17, 7, 24
Small, 67, 2, 2, 6, 25, 15, 11, 2, 9, 25, 18, 2, 21, 5, 10, 7
Small, 3, 16, 11, 8, 7, 2, 12, 22, 17, 12, 14, 1, 1, 7, 14, 16
Small, 91, 16, 9, 19, 14, 1, 15, 19, 20, 2, 8, 20, 21, 16, 21, 9
Small, 4, 3, 14, 17, 7, 6, 21, 11, 20, 17, 7, 23, 25, 10, 22, 2
Small, 35, 15, 6, 6, 22, 20, 17, 14, 21, 19, 2, 15, 13, 16, 3, 10
Small, 58, 25, 9, 2, 2, 22, 23, 9, 9, 5, 22, 2, 8, 7, 4, 8
Small, 41, 10, 8, 12, 22, 19, 1, 22, 14, 24, 10, 17, 11, 20, 5, 12
Small, 92, 19, 18, 23, 12, 24, 19, 4, 15, 17, 2, 7, 10, 9, 14, 9
Small, 34, 6, 14, 7, 10, 19, 16, 15, 21, 16, 25, 23, 23, 25, 7, 9
Small, 1, 24, 10, 2, 20, 6, 17, 21, 1, 4, 4, 23, 3, 7, 6, 18
Small, 61, 24, 21, 8, 3, 20, 16, 14, 16, 11, 11, 16, 25, 11, 25, 12
Small, 72, 5, 21, 9, 8, 4, 8, 15, 12, 23, 23, 22, 23, 9, 7, 8
Small, 68, 9, 17, 10, 25, 1, 21, 12, 11, 7, 13, 18, 7, 19, 18, 15
Small, 40, 21, 7, 7, 3, 17, 16, 20, 19, 22, 12, 22, 5, 10, 19, 16
Small, 82, 22, 11, 4, 25, 2, 16, 1, 3, 3, 14, 5, 17, 7, 18, 15
Small, 7, 25, 25, 3, 22, 20, 15, 25, 17, 20, 13, 1, 12, 22, 6, 6
Small, 47, 22, 9, 21, 21, 22, 9, 25, 22, 10, 19, 4, 16, 16, 1, 1
Small, 42, 10, 7, 19, 14, 23, 17, 4, 21, 20, 22, 4, 5, 15, 4, 21
Small, 76, 21, 5, 24, 18, 18, 13, 7, 23, 3, 2, 18, 9, 18, 7, 7
Small, 75, 9, 19, 3, 13, 23, 11, 19, 24, 13, 1, 15, 16, 10, 24, 5
Small, 9, 7, 13, 9, 17, 18, 20, 25, 14, 21, 18, 25, 7, 9, 17, 3
Small, 4, 4, 19, 7, 11, 13, 19, 7, 22, 23, 7, 3, 10, 5, 12, 24
Small, 72, 15, 24, 4, 16, 24, 9, 23, 15, 6, 7, 24, 2, 19, 8, 17
Small, 80, 15, 19, 25, 24, 3, 25, 1, 7, 9, 19, 4, 10, 11, 5, 12
Small, 5, 6, 18, 17, 20, 1, 22, 7, 6, 3, 13, 1, 1, 15, 19, 14
Small, 9, 11, 6, 5, 24, 13, 21, 15, 23, 10, 13, 1, 3, 20, 17, 3
Small, 22, 23, 12, 15, 20, 6, 18, 1, 24, 4, 20, 18, 3, 19, 12, 23
Small, 56, 16, 2, 10, 13, 15, 15, 19, 18, 15, 18, 24, 17, 17, 10, 2
Small, 10, 18, 12, 2, 9, 10, 17, 20, 8, 13, 11, 16, 23, 1, 24, 1
Small, 21, 25, 3, 15, 20, 22, 11, 4, 14, 5, 9, 16, 14, 3, 9, 7
Small, 69, 20, 9, 12, 12, 11, 11, 6, 16, 18, 2, 8, 9, 12, 8, 21
Small, 50, 6, 14, 6, 1, 16, 23, 20, 8, 17, 7, 23, 16, 24, 14, 9
Small, 61, 11, 21, 2, 24, 15, 7, 13, 17, 15, 18, 17, 12, 12, 16, 12
Small, 56, 24, 13, 9, 3, 5, 20, 10, 21, 2, 6, 17, 6, 5, 13, 21
Small, 57, 12, 8, 25, 19, 14, 11, 18, 24, 24, 9, 20, 15, 15, 17, 8
Small, 66, 22, 18, 25, 1, 18, 13, 16, 24, 20, 23, 20, 2, 4, 4, 20
Small, 93, 16, 9, 3, 25, 10, 8, 8, 3, 12, 23, 19, 14, 19, 5, 10
Small, 57, 6, 25, 22, 5, 11, 22, 6, 25, 10, 7, 25, 3, 5, 25, 7
Small, 47, 3, 11, 25, 16, 2, 11, 18, 9, 3, 4, 14, 11, 22, 22, 17
Small, 34, 10, 1, 20, 2, 11, 25, 12, 5, 17, 22, 1, 19, 21, 3, 23
Small, 61, 6, 18, 1, 15, 10, 21, 6, 8, 23, 20, 8, 15, 7, 16, 24
Small, 35, 5, 14, 11, 23, 10, 17, 11, 2, 1, 19, 12, 15, 1, 10, 4
Small, 68, 18, 17, 23, 16, 21, 9, 10, 5, 22, 21, 21, 1, 23, 4, 1
Small, 18, 8, 9, 19, 4, 6, 6, 3, 25, 24, 11, 20, 15, 18, 14, 16
Small, 51, 12, 11, 25, 22, 7, 23, 20, 11, 14, 15, 7, 8, 13, 21, 17
Small, 98, 11, 14, 15, 4, 12, 9, 17, 15, 21, 12, 15, 18, 14, 20, 25
Small, 17, 21, 25, 15, 18, 7, 9, 13, 8, 5, 22, 22, 20, 4, 15, 24
Small, 39, 1, 1, 23, 6, 11, 22, 20, 23, 25, 8, 21, 20, 8, 15, 23
Small, 93, 12, 4, 11, 16, 4, 12, 1, 5, 18, 23, 19, 20, 3, 3, 19
Small, 74, 20, 21, 8, 5, 3, 17, 23, 24, 10, 14, 14, 20, 10, 21, 1
Small, 37, 1, 17, 5, 21, 15, 6, 4, 7, 3, 1, 8, 6, 9, 19, 19
Small, 38, 7, 7, 24, 21, 11, 22, 23, 11, 2, 17, 8, 4, 4, 12, 14
Small, 71, 4, 5, 1, 3, 22, 24, 25, 16, 2, 16, 17, 16, 9, 19, 7
Small, 15, 2, 18, 9, 17, 9, 6, 23, 9, 12, 13, 2, 13, 12, 23, 2
Small, 57, 24, 24, 9, 10, 21, 19, 4, 23, 14, 17, 5, 5, 6, 21, 10
Small, 48, 23, 4, 25, 20, 19, 18, 5, 14, 23, 17, 21, 2, 13, 11, 18
Small, 70, 3, 25, 8, 5, 10, 2, 12, 10, 21, 19, 2, 10, 4, 7, 15
Small, 40, 7, 19, 11, 5, 12, 7, 12, 6, 25, 20, 2, 7, 1, 24, 5
Small, 65, 15, 25, 20, 15, 2, 1, 7, 21, 5, 12, 3, 11, 22, 3, 21
Small, 97, 22, 13, 1, 17, 25, 4, 1, 19, 12, 15, 15, 15, 2, 17, 10
Small, 30, 3, 18, 16, 6, 2, 7, 10, 6, 22, 9, 4, 21, 5, 13, 1
Small, 98, 7, 18, 19, 1, 3, 24, 17, 15, 10, 15, 15, 18, 21, 18, 16
Small, 69, 25, 14, 5, 8, 20, 9, 13, 20, 6, 18, 2, 7, 16, 21, 7
Small, 35, 14, 17, 6, 3, 1, 16, 18, 4, 9, 1, 10, 3, 18, 9, 17
Small, 18, 8, 9, 2, 16, 20, 16, 1, 15, 21, 3, 23, 9, 21, 14, 16
Small, 30, 7, 6, 16, 23, 13, 2, 6, 2, 14, 21, 13, 3, 4, 15, 3
Small, 74, 13, 4, 11, 6, 23, 3, 24, 19, 16, 21, 16, 9, 15, 20, 4
Small, 12, 17, 11, 8, 5, 1, 24, 3, 1, 10, 17, 6, 20, 6, 21, 4
Medium, 858, 12, 20, 2, 20, 11, 11, 2, 19, 3, 6, 13, 5, 5, 21, 8
Medium, 685, 23, 10, 11, 17, 24, 14, 9, 23, 22, 15, 21, 3, 22, 18, 22
Medium, 833, 22, 15, 14, 16, 13, 6, 7, 12, 5, 1, 17, 21, 24, 25, 24
Medium, 125, 13, 11, 7, 19, 8, 19, 18, 16, 12, 9, 6, 13, 12, 10, 1
Medium, 382, 21, 18, 22, 6, 10, 6, 15, 25, 14, 9, 4, 10, 10, 17, 14
Medium, 173, 17, 3, 15, 12, 16, 21, 25, 3, 8, 21, 3, 12, 12, 2, 1
Medium, 974, 3, 18, 22, 20, 24, 9, 14, 20, 13, 10, 24, 1, 5, 7, 8
Medium, 637, 15, 20, 9, 15, 17, 25, 17, 15, 21, 23, 8, 20, 15, 13, 20
Medium, 697, 25, 7, 2, 15, 18, 3, 23, 25, 8, 25, 19, 11, 18, 19, 14
Medium, 789, 22, 5, 9, 8, 12, 3, 1, 16, 20, 13, 15, 24, 5, 10, 23
Medium, 543, 1, 3, 3, 20, 3, 3, 18, 5, 6, 20, 3, 8, 8, 16, 23
Medium, 284, 16, 20, 2, 21, 20, 19, 25, 10, 4, 21, 4, 5, 22, 12, 8
Medium, 620, 23, 20, 11, 4, 18, 3, 18, 4, 4, 5, 20, 8, 11, 10, 11
Medium, 201, 3, 20, 19, 2, 19, 8, 11, 16, 24, 16, 25, 10, 10, 6, 16
Medium, 314, 18, 15, 22, 3, 6, 23, 3, 22, 22, 6, 1, 14, 2, 12, 19
Medium, 261, 14, 3, 14, 24, 17, 25, 4, 3, 1, 13, 18, 5, 9, 17, 8
Medium, 297, 20, 15, 9, 25, 16, 12, 18, 3, 19, 25, 4, 3, 16, 13, 17
Medium, 117, 6, 11, 4, 16, 21, 18, 2, 8, 6, 5, 4, 18, 14, 14, 9
Medium, 950, 21, 10, 15, 23, 18, 4, 9, 23, 15, 21, 18, 23, 10, 11, 13
Medium, 975, 2, 1, 21, 24, 25, 4, 14, 6, 25, 2, 21, 7, 11, 24, 13
Medium, 300, 12, 3, 20, 14, 6, 17, 18, 23, 24, 24, 21, 12, 3, 12, 16
Medium, 306, 7, 20, 23, 3, 20, 16, 24, 20, 7, 2, 11, 25, 13, 24, 12
Medium, 917, 15, 24, 11, 14, 25, 2, 1, 19, 4, 14, 8, 22, 17, 6, 13
Medium, 163, 12, 13, 6, 2, 17, 3, 18, 17, 13, 25, 4, 9, 10, 11, 22
Medium, 380, 8, 10, 22, 18, 14, 11, 9, 23, 2, 23, 9, 11, 22, 15, 9
Medium, 898, 16, 23, 21, 9, 23, 25, 1, 6, 3, 8, 11, 23, 9, 16, 10
Medium, 816, 12, 15, 25, 17, 22, 23, 25, 1, 6, 6, 22, 21, 4, 23, 25
Medium, 744, 3, 3, 2, 2, 14, 4, 24, 17, 25, 23, 15, 18, 8, 14, 5
Medium, 273, 17, 25, 14, 20, 2, 8, 24, 4, 20, 23, 2, 17, 16, 8, 17
Medium, 240, 23, 1, 22, 12, 18, 2, 24, 18, 4, 6, 20, 11, 3, 13, 5
Medium, 761, 24, 3, 15, 7, 2, 24, 20, 25, 17, 10, 14, 2, 23, 16, 4
Medium, 661, 11, 16, 9, 10, 1, 17, 17, 16, 11, 6, 9, 21, 22, 21, 17
Medium, 430, 8, 7, 20, 23, 7, 5, 17, 13, 12, 10, 6, 19, 19, 12, 23
Medium, 982, 2, 2, 22, 22, 19, 12, 8, 14, 2, 12, 15, 4, 6, 6, 25
Medium, 516, 5, 14, 15, 16, 19, 13, 20, 16, 3, 1, 23, 12, 20, 6, 24
Medium, 330, 7, 24, 6, 8, 2, 21, 10, 24, 18, 6, 5, 23, 25, 2, 3
Medium, 770, 2, 7, 2, 2, 8, 1, 16, 3, 13, 11, 16, 1, 3, 21, 25
Medium, 557, 21, 11, 1, 2, 17, 25, 2, 8, 4, 14, 12, 22, 12, 11, 9
Medium, 253, 17, 13, 14, 3, 24, 24, 23, 21, 9, 5, 16, 3, 18, 14, 2
Medium, 988, 17, 14, 5, 22, 5, 19, 2, 9, 7, 13, 21, 4, 13, 4, 20
Medium, 371, 16, 19, 11, 25, 8, 18, 22, 22, 1, 18, 9, 14, 9, 11, 23
Medium, 384, 9, 1, 4, 20, 17, 4, 1, 25, 23, 9, 7, 7, 6, 8, 2
Medium, 400, 1, 3, 12, 20, 4, 11, 8, 3, 8, 14, 9, 20, 24, 7, 25
Medium, 492, 15, 21, 23, 12, 4, 9, 1, 14, 3, 25, 18, 17, 3, 7, 8
Medium, 601, 18, 2, 22, 24, 23, 1, 17, 24, 15, 20, 11, 9, 12, 23, 21
Medium, 950, 2, 20, 15, 9, 10, 21, 14, 5, 24, 9, 16, 17, 1, 2, 5
Medium, 918, 21, 10, 7, 15, 3, 10, 21, 3, 14, 23, 2, 1, 20, 10, 18
Medium, 562, 10, 22, 21, 12, 10, 23, 11, 9, 8, 8, 14, 5, 16, 11, 18
Medium, 947, 5, 23, 23, 17, 10, 5, 8, 1, 24, 1, 20, 24, 4, 15, 7
Medium, 671, 6, 4, 16, 12, 8, 20, 10, 10, 15, 21, 5, 23, 6, 24, 7
Medium, 457, 25, 16, 19, 11, 12, 21, 2, 2, 19, 3, 16, 20, 6, 22, 15
Medium, 946, 22, 19, 8, 7, 21, 4, 18, 1, 12, 17, 1, 21, 19, 2, 12
Medium, 844, 24, 18, 13, 6, 5, 22, 8, 8, 14, 18, 11, 9, 7, 3, 5
Medium, 149, 6, 6, 7, 4, 11, 7, 4, 18, 20, 20, 10, 11, 4, 12, 1
Medium, 485, 20, 3, 4, 14, 20, 25, 11, 22, 8, 13, 18, 23, 4, 12, 16
Medium, 117, 23, 1, 12, 1, 4, 25, 20, 11, 7, 12, 6, 17, 8, 22, 3
Medium, 315, 20, 13, 14, 13, 1, 17, 14, 15, 19, 1, 25, 24, 20, 23, 17
Medium, 807, 13, 16, 16, 11, 21, 20, 21, 14, 7, 18, 18, 15, 10, 15, 17
Medium, 774, 19, 13, 4, 10, 18, 11, 25, 13, 19, 13, 15, 19, 8, 20, 9
Medium, 318, 11, 5, 9, 18, 4, 24, 24, 13, 4, 24, 3, 20, 19, 24, 2
Medium, 462, 10, 12, 18, 23, 22, 11, 23, 11, 22, 5, 22, 24, 22, 15, 7
Medium, 365, 18, 18, 13, 15, 1, 17, 9, 25, 18, 5, 22, 5, 20, 22, 5
Medium, 346, 13, 4, 20, 14, 13, 21, 2, 25, 14, 9, 5, 22, 24, 17, 3
Medium, 261, 14, 3, 19, 2, 1, 24, 22, 14, 21, 2, 1, 19, 2, 19, 12
Medium, 307, 16, 1, 20, 25, 9, 13, 2, 12, 23, 19, 8, 24, 22, 4, 2
Medium, 962, 4, 3, 9, 23, 21, 20, 18, 14, 13, 14, 6, 6, 25, 9, 4
Medium, 867, 5, 18, 16, 24, 22, 18, 21, 18, 22, 4, 23, 23, 20, 15, 7
Medium, 952, 2, 22, 6, 23, 17, 12, 25, 4, 25, 25, 15, 19, 17, 24, 24
Medium, 850, 3, 6, 21, 9, 5, 2, 17, 14, 13, 8, 14, 12, 13, 7, 1
Medium, 715, 17, 4, 25, 1, 3, 16, 1, 25, 6, 20, 24, 9, 20, 6, 20
Medium, 911, 6, 4, 14, 5, 13, 7, 25, 4, 11, 3, 9, 20, 7, 9, 8
Medium, 948, 19, 2, 12, 17, 20, 17, 1, 19, 2, 16, 14, 14, 13, 2, 14
Medium, 722, 21, 6, 9, 9, 10, 18, 9, 8, 3, 13, 22, 20, 25, 23, 12
Medium, 711, 6, 25, 21, 24, 3, 7, 22, 6, 18, 15, 24, 11, 21, 15, 16
Medium, 594, 7, 9, 22, 21, 20, 8, 22, 21, 18, 1, 23, 6, 14, 11, 23
Medium, 496, 25, 15, 13, 18, 14, 14, 6, 14, 20, 2, 4, 16, 2, 14, 20
Medium, 631, 25, 20, 6, 13, 15, 11, 12, 9, 12, 23, 14, 19, 13, 1, 9
Medium, 312, 8, 3, 23, 6, 7, 17, 9, 17, 8, 8, 2, 9, 13, 13, 15
Medium, 721, 16, 1, 11, 17, 21, 8, 8, 12, 4, 22, 1, 24, 15, 10, 3
Medium, 411, 20, 7, 17, 23, 3, 21, 15, 21, 22, 23, 5, 1, 18, 6, 23
Medium, 451, 10, 20, 15, 15, 25, 10, 11, 13, 8, 20, 16, 24, 8, 4, 6
Medium, 713, 21, 17, 22, 25, 16, 14, 3, 3, 9, 17, 1, 13, 2, 9, 7
Medium, 338, 5, 4, 9, 10, 14, 9, 17, 9, 23, 7, 1, 23, 20, 12, 2
Medium, 867, 13, 3, 24, 17, 1, 4, 16, 22, 7, 19, 4, 23, 9, 15, 11
Medium, 563, 3, 20, 1, 22, 12, 3, 18, 10, 16, 2, 21, 4, 25, 9, 6
Medium, 488, 10, 16, 10, 11, 24, 13, 10, 10, 19, 5, 12, 14, 25, 23, 10
Medium, 315, 24, 13, 11, 3, 9, 5, 6, 15, 6, 16, 7, 12, 17, 9, 23
Medium, 591, 22, 21, 15, 1, 5, 23, 9, 17, 2, 11, 18, 25, 9, 14, 24
Medium, 195, 11, 6, 22, 22, 6, 20, 12, 16, 12, 24, 14, 23, 7, 20, 1
Medium, 645, 8, 16, 15, 4, 16, 15, 8, 12, 12, 20, 4, 14, 13, 4, 5
Medium, 427, 2, 7, 7, 15, 10, 9, 10, 14, 22, 7, 21, 5, 12, 7, 5
Medium, 375, 1, 24, 24, 7, 22, 6, 20, 13, 2, 24, 22, 16, 12, 9, 18
Medium, 376, 23, 25, 20, 7, 4, 1, 22, 11, 16, 1, 17, 2, 9, 15, 16
Medium, 584, 7, 13, 18, 3, 11, 6, 6, 3, 15, 17, 6, 4, 18, 4, 18
Medium, 701, 21, 8, 14, 21, 17, 18, 5, 7, 24, 5, 11, 13, 13, 6, 22
Medium, 314, 10, 13, 23, 12, 25, 7, 5, 19, 22, 22, 4, 15, 4, 4, 23
Medium, 532, 13, 11, 1, 17, 2, 21, 21, 10, 18, 2, 6, 14, 3, 2, 13
Medium, 341, 22, 2, 12, 21, 7, 8, 19, 8, 22, 18, 24, 17, 1, 23, 1
Medium, 765, 8, 9, 1, 7, 22, 16, 7, 17, 21, 1, 15, 12, 10, 12, 16
Medium, 155, 1, 7, 24, 22, 15, 17, 9, 21, 13, 14, 15, 10, 8, 9, 3
Large, 1410, 16, 22, 25, 10, 21, 25, 12, 12, 22, 15, 16, 19, 10, 7, 5
Large, 5336, 21, 19, 8, 25, 15, 22, 14, 9, 8, 20, 25, 2, 25, 12, 21
Large, 4221, 19, 8, 8, 25, 4, 18, 18, 23, 16, 19, 5, 18, 12, 2, 3
Large, 1486, 10, 1, 22, 1, 9, 14, 21, 17, 2, 9, 21, 21, 14, 10, 10
Large, 7303, 20, 4, 12, 8, 4, 6, 2, 3, 7, 11, 19, 15, 6, 23, 15
Large, 4029, 4, 23, 25, 12, 9, 25, 6, 18, 13, 23, 12, 13, 13, 8, 2
Large, 2963, 9, 13, 17, 7, 22, 2, 5, 13, 7, 5, 5, 2, 23, 20, 20
Large, 8937, 7, 10, 21, 7, 19, 6, 10, 19, 18, 21, 4, 16, 22, 16, 13
Large, 6902, 1, 9, 7, 18, 8, 4, 8, 7, 16, 20, 9, 1, 13, 1, 15
Large, 6365, 11, 23, 6, 11, 10, 24, 2, 2, 23, 4, 16, 7, 23, 16, 17
Large, 9811, 7, 12, 19, 20, 14, 2, 9, 11, 19, 15, 22, 8, 19, 15, 22
Large, 1828, 4, 6, 23, 12, 15, 11, 25, 1, 21, 14, 24, 23, 9, 18, 6
Large, 4824, 7, 16, 6, 8, 15, 17, 19, 6, 12, 10, 5, 11, 25, 17, 9
Large, 5387, 18, 19, 5, 23, 25, 11, 13, 10, 22, 8, 9, 11, 20, 15, 15
Large, 1264, 1, 11, 17, 18, 10, 10, 6, 5, 7, 2, 11, 2, 18, 1, 22
Large, 3733, 22, 22, 5, 9, 10, 24, 14, 25, 20, 18, 23, 20, 5, 8, 2
Large, 9431, 23, 25, 5, 24, 25, 8, 25, 2, 4, 16, 14, 11, 20, 18, 15
Large, 3502, 9, 20, 25, 13, 3, 23, 15, 3, 18, 24, 23, 17, 19, 17, 24
Large, 2260, 6, 23, 8, 14, 25, 24, 1, 7, 5, 23, 6, 22, 1, 4, 19
Large, 4887, 24, 11, 8, 3, 14, 6, 22, 2, 21, 6, 1, 9, 14, 1, 1
Large, 5280, 11, 14, 23, 6, 12, 13, 4, 8, 7, 17, 1, 25, 18, 12, 12
Large, 9369, 5, 14, 11, 16, 24, 15, 22, 14, 13, 15, 24, 8, 8, 23, 1
Large, 5019, 18, 3, 8, 11, 3, 7, 1, 19, 17, 7, 20, 7, 6, 4, 24
Large, 1666, 23, 16, 4, 8, 6, 8, 6, 12, 6, 3, 8, 1, 20, 14, 2
Large, 5755, 13, 1, 7, 9, 5, 12, 12, 16, 8, 4, 4, 19, 15, 17, 11
Large, 7546, 3, 6, 18, 10, 24, 18, 4, 24, 25, 19, 4, 21, 15, 6, 18
Large, 5359, 22, 12, 21, 25, 10, 12, 1, 5, 5, 19, 9, 3, 21, 8, 12
Large, 1144, 16, 5, 3, 17, 19, 7, 23, 19, 4, 13, 13, 21, 23, 23, 2
Large, 1642, 6, 6, 4, 6, 12, 1, 15, 10, 1, 10, 7, 17, 22, 16, 18
Large, 9206, 3, 7, 10, 15, 11, 16, 2, 13, 7, 9, 24, 13, 15, 15, 8
Large, 5696, 25, 2, 17, 11, 23, 16, 16, 10, 18, 2, 18, 11, 14, 9, 12
Large, 3013, 9, 21, 6, 18, 20, 25, 25, 18, 25, 2, 3, 19, 25, 24, 1
Large, 1822, 1, 24, 5, 23, 20, 17, 20, 13, 25, 10, 5, 23, 6, 8, 24
Large, 6325, 14, 14, 8, 7, 10, 3, 17, 11, 20, 25, 19, 5, 4, 4, 14
Large, 1000, 12, 3, 5, 14, 17, 10, 18, 17, 23, 2, 2, 22, 5, 24, 13
Large, 6908, 14, 18, 19, 17, 8, 3, 11, 12, 10, 3, 17, 6, 12, 25, 8
Large, 4273, 19, 8, 12, 3, 6, 1, 14, 11, 7, 4, 22, 12, 24, 8, 4
Large, 1718, 3, 17, 4, 8, 12, 10, 23, 12, 23, 6, 19, 22, 6, 14, 22
Large, 5881, 25, 8, 21, 24, 15, 24, 12, 24, 6, 6, 2, 18, 4, 6, 22
Large, 5714, 5, 21, 16, 15, 22, 5, 21, 6, 2, 21, 20, 10, 23, 18, 19
Large, 7806, 18, 13, 20, 8, 6, 12, 8, 22, 15, 19, 9, 13, 24, 22, 18
Large, 2091, 22, 25, 20, 1, 13, 23, 8, 1, 4, 15, 11, 25, 3, 13, 17
Large, 2696, 10, 9, 7, 16, 10, 11, 10, 19, 9, 9, 11, 24, 24, 15, 3
Large, 6128, 12, 14, 13, 19, 18, 3, 6, 19, 2, 3, 13, 16, 19, 24, 20
Large, 8170, 8, 9, 15, 22, 1, 21, 19, 16, 23, 3, 21, 13, 2, 17, 3
Large, 4839, 14, 16, 23, 10, 19, 17, 11, 11, 8, 6, 8, 6, 22, 25, 21
Large, 9657, 2, 21, 11, 5, 6, 16, 2, 8, 21, 16, 6, 21, 7, 4, 22
Large, 3192, 10, 19, 14, 25, 17, 15, 15, 21, 2, 20, 20, 22, 1, 10, 7
Large, 2734, 5, 9, 2, 24, 5, 1, 7, 10, 21, 14, 3, 5, 18, 2, 6
Large, 5895, 1, 7, 17, 24, 14, 25, 3, 25, 2, 13, 21, 7, 19, 11, 21
Large, 4737, 8, 7, 21, 25, 13, 15, 2, 12, 8, 3, 17, 19, 21, 1, 8
Large, 3927, 1, 2, 23, 7, 1, 14, 11, 18, 23, 10, 10, 1, 14, 5, 2
Large, 2893, 5, 23, 6, 23, 1, 3, 22, 25, 15, 15, 4, 12, 11, 22, 6
Large, 9925, 19, 23, 16, 2, 14, 23, 11, 12, 20, 20, 21, 9, 8, 6, 19
Large, 9588, 16, 3, 11, 8, 11, 16, 12, 5, 25, 12, 2, 15, 4, 8, 7
Large, 4531, 1, 15, 11, 12, 21, 7, 21, 10, 18, 9, 2, 20, 15, 6, 22
Large, 4112, 19, 25, 1, 19, 15, 24, 2, 23, 14, 8, 13, 14, 3, 21, 21
Large, 7130, 3, 13, 4, 23, 20, 17, 8, 24, 17, 3, 25, 10, 24, 17, 17
Large, 3155, 24, 9, 16, 7, 22, 7, 6, 6, 1, 11, 9, 4, 19, 14, 15
Large, 2798, 4, 15, 18, 24, 15, 24, 15, 19, 15, 3, 12, 19, 24, 9, 5
Large, 6229, 7, 3, 12, 9, 24, 10, 10, 17, 3, 3, 13, 25, 5, 22, 9
Large, 5324, 24, 11, 18, 14, 22, 7, 2, 20, 1, 6, 12, 24, 12, 8, 4
Large, 7131, 13, 24, 25, 21, 13, 16, 23, 1, 8, 8, 3, 10, 9, 3, 8
Large, 6905, 6, 25, 10, 10, 2, 11, 22, 25, 12, 2, 13, 9, 8, 11, 20
Large, 8035, 24, 12, 18, 10, 15, 8, 9, 25, 13, 7, 20, 22, 23, 1, 1
Large, 5695, 3, 11, 10, 2, 5, 8, 19, 20, 4, 20, 21, 3, 8, 22, 17
Large, 9243, 7, 1, 20, 22, 14, 25, 14, 7, 4, 6, 3, 25, 10, 23, 21
Large, 6606, 6, 21, 20, 3, 14, 3, 25, 12, 25, 10, 22, 1, 21, 17, 24
Large, 7290, 13, 3, 8, 6, 21, 4, 18, 19, 10, 5, 8, 21, 7, 1, 13
Large, 1644, 11, 20, 3, 17, 1, 11, 19, 25, 13, 19, 9, 12, 7, 17, 16
Large, 8945, 24, 10, 12, 24, 18, 21, 18, 8, 12, 18, 2, 23, 16, 12, 18
