Medium, 903, 5, 18, 20, 5, 12, 22, 23, 17, 5, 12, 7, 20, 22, 1
Medium, 817, 6, 25, 10, 15, 4, 24, 8, 5, 23, 1, 10, 21, 14, 24
Medium, 866, 5, 22, 16, 22, 15, 15, 10, 23, 20, 14, 12, 8, 19, 6
Medium, 330, 16, 15, 2, 23, 16, 9, 18, 2, 18, 23, 10, 7, 6, 6
Medium, 150, 24, 8, 24, 1, 23, 9, 3, 24, 11, 15, 6, 5, 24, 2
Medium, 226, 16, 23, 17, 18, 24, 13, 16, 19, 24, 12, 15, 16, 2, 4
Medium, 711, 2, 15, 2, 7, 1, 10, 24, 15, 11, 24, 14, 11, 20, 25
Medium, 242, 22, 4, 1, 3, 1, 19, 25, 18, 8, 8, 18, 15, 19, 17
Medium, 230, 4, 19, 22, 18, 23, 2, 5, 13, 16, 23, 4, 7, 22, 17
Medium, 959, 19, 11, 13, 19, 11, 1, 2, 7, 15, 1, 17, 15, 9, 12
Medium, 878, 5, 15, 24, 8, 20, 18, 8, 18, 15, 5, 2, 23, 5, 5
Medium, 342, 25, 6, 16, 10, 12, 5, 14, 6, 3, 8, 7, 8, 12, 19
Medium, 320, 3, 12, 14, 22, 1, 13, 7, 4, 16, 12, 18, 12, 12, 3
Medium, 882, 25, 17, 16, 8, 9, 9, 10, 19, 19, 18, 24, 3, 23, 2
Medium, 593, 7, 11, 16, 17, 16, 17, 19, 20, 1, 1, 8, 20, 7, 24
Medium, 719, 9, 4, 8, 11, 4, 14, 21, 25, 20, 18, 25, 8, 4, 16
Medium, 272, 19, 1, 2, 3, 10, 11, 22, 11, 7, 1, 19, 4, 7, 23
Medium, 902, 4, 11, 4, 11, 14, 4, 14, 3, 7, 23, 2, 9, 1, 16
Medium, 333, 20, 22, 25, 16, 19, 1, 2, 17, 4, 6, 21, 2, 9, 6
Medium, 793, 13, 20, 13, 22, 14, 15, 24, 15, 7, 17, 3, 24, 7, 21
Medium, 960, 20, 11, 6, 13, 16, 14, 19, 17, 22, 21, 6, 24, 19, 17
Medium, 156, 19, 21, 22, 4, 11, 14, 2, 6, 25, 17, 17, 12, 22, 24
Medium, 749, 19, 23, 16, 10, 8, 15, 4, 14, 3, 18, 1, 12, 5, 8
Medium, 512, 8, 14, 17, 10, 4, 15, 7, 5, 6, 9, 2, 19, 7, 15
Medium, 146, 14, 25, 18, 10, 9, 8, 15, 9, 18, 16, 12, 15, 16, 8
Medium, 340, 10, 19, 17, 23, 6, 23, 23, 9, 10, 11, 19, 23, 9, 12
Medium, 332, 13, 10, 10, 5, 4, 5, 14, 2, 21, 1, 13, 6, 7, 4
Medium, 423, 3, 6, 17, 24, 9, 14, 18, 19, 6, 11, 3, 16, 12, 15
Medium, 565, 10, 18, 13, 12, 15, 20, 2, 7, 18, 16, 23, 23, 22, 1
Medium, 500, 4, 2, 19, 24, 20, 20, 8, 8, 18, 20, 22, 18, 7, 21
Medium, 153, 24, 24, 21, 9, 24, 21, 5, 22, 2, 20, 15, 13, 4, 9
Medium, 417, 3, 1, 18, 22, 9, 1, 1, 7, 23, 14, 1, 15, 20, 12
Medium, 457, 16, 21, 11, 2, 8, 6, 2, 5, 5, 2, 18, 22, 1, 16
Medium, 438, 10, 1, 25, 5, 23, 3, 6, 5, 14, 1, 1, 25, 24, 6
Medium, 754, 17, 11, 7, 5, 25, 19, 23, 4, 16, 20, 12, 22, 17, 7
Medium, 509, 18, 20, 4, 19, 9, 14, 2, 10, 22, 1, 23, 23, 10, 7
Medium, 992, 19, 18, 23, 24, 23, 1, 22, 25, 5, 21, 24, 7, 4, 10
Medium, 958, 12, 4, 5, 19, 15, 15, 1, 15, 8, 20, 9, 17, 13, 2
Medium, 466, 20, 24, 23, 8, 22, 23, 25, 9, 1, 12, 13, 16, 16, 10
Medium, 982, 10, 11, 12, 7, 23, 17, 10, 8, 9, 6, 7, 21, 9, 15
Medium, 825, 25, 3, 17, 21, 14, 2, 9, 14, 4, 13, 19, 24, 4, 20
Medium, 456, 10, 6, 3, 13, 25, 12, 8, 17, 16, 4, 19, 10, 10, 2
Medium, 764, 23, 8, 13, 21, 16, 23, 22, 20, 2, 20, 21, 24, 6, 14
Medium, 687, 18, 24, 5, 1, 16, 16, 14, 15, 17, 19, 16, 4, 3, 9
Medium, 909, 10, 24, 7, 15, 8, 5, 14, 6, 23, 14, 9, 7, 2, 4
Medium, 428, 4, 24, 12, 4, 5, 6, 13, 5, 6, 21, 5, 3, 10, 7
Medium, 475, 3, 14, 17, 22, 17, 22, 14, 9, 19, 15, 10, 8, 21, 6
Medium, 843, 16, 17, 21, 12, 18, 19, 7, 5, 14, 6, 18, 15, 2, 17
Medium, 548, 20, 15, 24, 2, 23, 4, 24, 23, 5, 3, 5, 4, 21, 1
Medium, 104, 20, 18, 12, 16, 17, 14, 12, 12, 3, 18, 10, 13, 11, 21
Medium, 973, 6, 17, 17, 3, 2, 9, 25, 16, 16, 18, 15, 10, 3, 19
Medium, 617, 8, 18, 3, 9, 22, 11, 14, 8, 14, 22, 5, 17, 22, 14
Medium, 702, 11, 6, 7, 8, 4, 25, 15, 20, 1, 16, 7, 17, 12, 12
Medium, 388, 16, 11, 7, 6, 14, 14, 2, 4, 24, 3, 17, 4, 12, 11
Medium, 599, 2, 21, 16, 10, 15, 8, 7, 7, 3, 22, 23, 19, 15, 24
Medium, 691, 1, 16, 24, 15, 3, 8, 16, 16, 13, 18, 3, 21, 2, 2
Medium, 191, 16, 3, 12, 6, 5, 13, 25, 21, 10, 24, 20, 15, 14, 11
Medium, 841, 24, 20, 6, 2, 3, 9, 10, 6, 3, 15, 18, 13, 22, 12
Medium, 443, 19, 17, 7, 2, 3, 7, 13, 4, 2, 15, 25, 24, 16, 12
Medium, 427, 9, 22, 5, 6, 9, 10, 9, 13, 13, 17, 25, 4, 20, 25
Medium, 725, 22, 25, 17, 20, 7, 4, 2, 20, 11, 11, 18, 19, 13, 6
Medium, 983, 4, 8, 17, 12, 7, 4, 12, 18, 3, 23, 10, 20, 16, 12
Medium, 769, 19, 18, 25, 13, 11, 7, 21, 15, 7, 23, 23, 17, 16, 6
Medium, 986, 17, 8, 1, 25, 1, 20, 21, 24, 25, 11, 7, 4, 7, 25
Medium, 765, 24, 17, 17, 4, 17, 3, 23, 11, 7, 12, 20, 1, 23, 3
Medium, 794, 17, 20, 19, 10, 3, 19, 22, 8, 22, 3, 9, 19, 8, 9
Medium, 132, 5, 4, 5, 10, 12, 7, 14, 4, 16, 18, 13, 2, 4, 3
Medium, 753, 21, 19, 2, 9, 8, 13, 5, 6, 13, 14, 15, 9, 24, 19
Medium, 259, 17, 24, 3, 21, 24, 9, 4, 16, 14, 17, 8, 13, 8, 11
Medium, 723, 1, 24, 2, 21, 9, 18, 3, 21, 23, 8, 5, 12, 22, 16
Medium, 125, 3, 13, 24, 5, 15, 10, 3, 22, 24, 19, 6, 15, 13, 23
Medium, 143, 8, 16, 11, 15, 23, 11, 12, 14, 3, 24, 13, 17, 1, 6
Medium, 596, 19, 16, 14, 23, 18, 6, 12, 22, 20, 25, 10, 9, 16, 7
Medium, 709, 13, 17, 24, 25, 19, 14, 24, 2, 17, 24, 11, 7, 3, 1
Medium, 698, 8, 24, 12, 11, 14, 10, 12, 2, 11, 20, 2, 1, 10, 16
Large, 1065, 14, 10, 22, 25, 10, 22, 10, 18, 24, 5, 2, 7, 18, 15
Large, 9253, 2, 7, 12, 25, 1, 23, 11, 11, 5, 21, 22, 8, 21, 15
Large, 4168, 12, 12, 13, 9, 1, 3, 23, 1, 25, 6, 10, 16, 6, 12
Large, 2449, 22, 7, 10, 3, 7, 5, 3, 25, 7, 6, 3, 2, 4, 7
Large, 6420, 12, 20, 17, 16, 24, 7, 7, 25, 12, 18, 13, 20, 5, 24
Large, 8720, 18, 3, 19, 24, 21, 17, 6, 25, 13, 1, 4, 19, 18, 25
Large, 2095, 18, 10, 21, 2, 11, 25, 6, 14, 13, 3, 25, 18, 14, 4
Large, 5276, 3, 13, 2, 19, 12, 13, 8, 7, 23, 17, 12, 20, 14, 4
Large, 7387, 14, 15, 9, 21, 3, 7, 25, 21, 12, 24, 4, 6, 24, 21
Large, 7621, 19, 6, 7, 7, 1, 13, 24, 3, 15, 23, 14, 22, 19, 16
Large, 4858, 25, 12, 16, 3, 1, 10, 11, 8, 4, 15, 18, 13, 7, 8
Large, 1890, 20, 2, 4, 11, 4, 23, 24, 14, 6, 7, 21, 23, 5, 25
Large, 5438, 3, 13, 9, 25, 1, 21, 5, 2, 13, 15, 3, 17, 22, 6
Large, 7829, 2, 2, 7, 23, 11, 25, 18, 23, 15, 16, 18, 14, 4, 16
Large, 9163, 6, 23, 8, 8, 5, 20, 6, 13, 13, 13, 20, 5, 11, 12
Large, 3782, 6, 10, 7, 10, 12, 13, 18, 2, 19, 2, 17, 7, 19, 15
Large, 7601, 15, 1, 5, 1, 20, 15, 15, 14, 4, 18, 25, 20, 25, 15
Large, 7266, 15, 13, 11, 2, 15, 22, 1, 1, 11, 9, 9, 16, 19, 11
Large, 8089, 11, 15, 21, 22, 5, 23, 13, 10, 21, 17, 19, 15, 3, 6
Large, 1224, 9, 25, 13, 3, 25, 17, 24, 21, 9, 16, 19, 23, 1, 8
Large, 4462, 16, 15, 17, 24, 9, 7, 9, 11, 23, 17, 13, 18, 9, 12
Large, 8829, 8, 9, 22, 10, 21, 9, 16, 14, 17, 23, 11, 14, 21, 4
Large, 5922, 23, 24, 16, 25, 3, 3, 23, 13, 5, 20, 7, 19, 20, 22
Large, 9392, 2, 20, 22, 12, 16, 17, 5, 20, 5, 23, 4, 23, 10, 11
Large, 8539, 2, 13, 13, 24, 24, 14, 5, 3, 11, 17, 22, 3, 14, 25
Large, 8762, 15, 10, 19, 2, 19, 14, 21, 9, 3, 4, 12, 2, 10, 14
Large, 4731, 2, 9, 11, 18, 16, 7, 13, 15, 9, 5, 25, 14, 7, 24
Large, 1610, 17, 14, 5, 1, 1, 13, 19, 19, 14, 3, 7, 21, 8, 1
Large, 6488, 18, 8, 24, 25, 6, 14, 2, 20, 24, 25, 20, 8, 15, 14
Large, 3571, 19, 16, 1, 11, 2, 20, 17, 3, 22, 21, 3, 17, 23, 1
Large, 9583, 3, 10, 4, 25, 5, 7, 23, 25, 13, 17, 11, 16, 10, 1
Large, 2345, 3, 19, 7, 14, 13, 14, 20, 6, 15, 8, 21, 21, 20, 18
Large, 8326, 3, 6, 7, 14, 13, 6, 17, 23, 6, 21, 20, 9, 22, 3
Large, 7325, 23, 10, 25, 17, 20, 22, 4, 16, 12, 15, 19, 3, 20, 14
Large, 2864, 23, 3, 2, 5, 18, 6, 16, 13, 15, 18, 7, 7, 1, 1
Large, 5391, 25, 7, 13, 9, 14, 4, 17, 22, 5, 4, 7, 23, 2, 14
Large, 5991, 22, 3, 10, 15, 24, 2, 25, 9, 25, 12, 9, 8, 3, 25
Large, 8209, 9, 24, 19, 22, 2, 24, 13, 22, 19, 23, 15, 15, 21, 20
Large, 2840, 12, 18, 9, 2, 9, 25, 25, 19, 10, 15, 1, 11, 5, 23
Large, 8613, 20, 12, 8, 1, 20, 15, 24, 8, 6, 7, 8, 16, 4, 2
Large, 8625, 13, 10, 15, 19, 16, 17, 22, 17, 15, 3, 12, 8, 14, 9
Large, 4955, 16, 7, 7, 6, 19, 9, 22, 6, 7, 10, 25, 2, 6, 21
Large, 4271, 14, 10, 18, 21, 9, 8, 9, 13, 13, 4, 8, 1, 6, 13
Large, 7249, 16, 20, 19, 14, 2, 8, 9, 18, 11, 17, 19, 2, 20, 6
Large, 3468, 25, 3, 21, 21, 18, 16, 5, 20, 3, 24, 2, 6, 2, 19
Large, 2089, 17, 19, 9, 18, 16, 3, 12, 21, 24, 18, 1, 14, 4, 14
Large, 8621, 13, 16, 11, 12, 20, 23, 17, 10, 22, 10, 2, 20, 24, 4
Large, 5182, 7, 14, 3, 1, 18, 12, 11, 10, 23, 19, 15, 13, 24, 13
Large, 3055, 22, 21, 20, 2, 25, 7, 11, 24, 16, 14, 9, 10, 3, 11
Large, 7247, 5, 25, 2, 25, 13, 22, 9, 22, 20, 3, 5, 25, 22, 5
Large, 9367, 24, 9, 2, 5, 2, 25, 24, 19, 17, 21, 9, 1, 10, 13
Large, 1687, 15, 17, 14, 7, 1, 10, 24, 8, 10, 18, 16, 7, 20, 17
Large, 2637, 15, 13, 12, 12, 11, 21, 10, 5, 23, 10, 15, 24, 2, 13
Large, 6630, 22, 20, 23, 9, 18, 24, 19, 10, 14, 9, 8, 10, 20, 2
Large, 7812, 13, 18, 15, 18, 2, 22, 8, 6, 14, 4, 18, 6, 22, 7
Large, 4191, 7, 8, 5, 3, 7, 9, 22, 12, 16, 12, 24, 22, 19, 16
Large, 2507, 15, 18, 7, 13, 7, 17, 10, 3, 4, 4, 2, 8, 5, 24
Large, 4733, 23, 2, 9, 11, 16, 22, 13, 15, 13, 13, 15, 19, 23, 23
Large, 7397, 13, 13, 21, 23, 13, 9, 11, 9, 20, 14, 18, 3, 17, 25
Large, 7767, 22, 12, 13, 25, 4, 10, 20, 18, 20, 21, 22, 19, 25, 25
Large, 1571, 23, 22, 18, 20, 10, 3, 15, 10, 7, 13, 10, 18, 9, 7
Large, 3981, 20, 16, 20, 14, 21, 5, 16, 23, 11, 1, 7, 20, 16, 2
Large, 3728, 9, 13, 14, 13, 8, 3, 7, 2, 23, 11, 22, 2, 18, 20
Large, 7858, 13, 20, 6, 18, 22, 17, 21, 1, 1, 18, 8, 4, 20, 23
Large, 1483, 20, 25, 1, 8, 19, 18, 10, 17, 24, 22, 13, 9, 1, 10
Large, 3490, 4, 22, 21, 6, 17, 17, 6, 22, 6, 8, 13, 13, 8, 19
Large, 2712, 20, 18, 15, 8, 23, 25, 8, 4, 22, 18, 2, 6, 13, 1
Large, 5649, 18, 14, 12, 18, 10, 6, 7, 22, 5, 21, 11, 5, 5, 14
Large, 8089, 12, 3, 14, 24, 10, 14, 25, 11, 9, 21, 16, 20, 25, 19
Large, 7702, 22, 19, 17, 1, 3, 15, 22, 12, 10, 24, 17, 12, 19, 7
Large, 4158, 1, 20, 22, 4, 2, 2, 23, 13, 17, 14, 2, 3, 22, 25
Large, 2930, 6, 4, 14, 7, 18, 20, 12, 2, 5, 18, 11, 11, 16, 14
Large, 5638, 4, 10, 3, 3, 18, 4, 19, 24, 16, 17, 15, 23, 21, 17
Large, 6092, 3, 11, 24, 25, 18, 12, 24, 16, 24, 12, 14, 25, 14, 2
Large, 4167, 13, 18, 9, 24, 5, 10, 15, 12, 13, 3, 21, 11, 14, 16
Large, 6245, 16, 9, 2, 11, 3, 19, 2, 4, 19, 2, 8, 8, 19, 15
Large, 7809, 11, 11, 22, 19, 22, 10, 9, 23, 9, 5, 1, 24, 11, 21
Large, 6457, 24, 3, 13, 1, 7, 23, 12, 25, 9, 15, 2, 25, 24, 20
Large, 6617, 12, 6, 21, 15, 19, 2, 5, 14, 20, 12, 24, 16, 11, 16
Large, 9670, 4, 21, 19, 3, 10, 20, 24, 18, 15, 4, 15, 12, 18, 25
Large, 4421, 21, 12, 4, 14, 8, 4, 24, 13, 4, 1, 21, 15, 2, 13
Large, 2019, 2, 16, 6, 1, 22, 10, 14, 5, 24, 18, 17, 4, 4, 23
Large, 5527, 5, 14, 11, 4, 15, 4, 21, 13, 20, 14, 23, 10, 2, 6
Large, 8520, 3, 2, 12, 16, 18, 13, 15, 5, 9, 19, 24, 22, 14, 5
Large, 1487, 12, 9, 10, 14, 12, 15, 11, 21, 21, 11, 5, 9, 1, 7
Large, 4207, 20, 5, 17, 15, 24, 15, 4, 15, 15, 1, 15, 18, 14, 20
Large, 8705, 20, 10, 17, 14, 7, 1, 3, 24, 13, 19, 12, 17, 25, 15
