Small, 19, 16, 2, 4, 17
Small, 20, 7, 20, 10, 2
Small, 2, 18, 6, 14, 17
Small, 39, 25, 22, 20, 9
Small, 49, 21, 6, 17, 13
Small, 74, 11, 23, 4, 17
Small, 91, 12, 4, 13, 24
Small, 79, 11, 2, 24, 2
Small, 77, 5, 4, 17, 21
Small, 21, 22, 24, 7, 10
Small, 54, 1, 5, 24, 2
Small, 42, 13, 12, 17, 15
Small, 96, 21, 17, 8, 8
Small, 53, 23, 1, 25, 8
Small, 17, 9, 5, 25, 1
Small, 66, 10, 25, 3, 15
Small, 38, 17, 3, 7, 5
Small, 41, 12, 22, 10, 12
Small, 47, 25, 19, 9, 10
Small, 23, 11, 8, 6, 8
Small, 63, 1, 10, 22, 10
Small, 100, 24, 7, 25, 1
Small, 40, 4, 18, 17, 13
Small, 93, 14, 7, 25, 20
Small, 73, 21, 12, 13, 3
Small, 5, 8, 21, 9, 23
Small, 18, 19, 2, 11, 8
Small, 99, 1, 16, 1, 3
Small, 60, 11, 12, 10, 1
Small, 71, 19, 10, 24, 20
Small, 47, 5, 4, 18, 18
Small, 10, 19, 24, 6, 8
Small, 84, 19, 18, 22, 5
Small, 75, 12, 25, 20, 15
Small, 79, 17, 15, 20, 15
Small, 91, 18, 12, 13, 6
Small, 53, 13, 17, 9, 3
Small, 45, 12, 24, 22, 24
Medium, 845, 2, 11, 25, 11
Medium, 509, 7, 24, 25, 17
Medium, 665, 21, 8, 4, 21
Medium, 494, 10, 25, 17, 11
Medium, 566, 2, 12, 5, 9
Medium, 530, 19, 25, 15, 11
Medium, 475, 17, 6, 8, 17
Medium, 966, 24, 8, 19, 13
Medium, 280, 5, 1, 14, 3
Medium, 963, 17, 18, 18, 8
Medium, 377, 1, 5, 13, 8
Medium, 736, 21, 21, 12, 15
Medium, 902, 11, 22, 7, 5
Medium, 376, 7, 8, 24, 11
Medium, 510, 14, 2, 12, 11
Medium, 654, 7, 6, 9, 17
Medium, 550, 6, 1, 12, 5
Medium, 201, 7, 17, 24, 18
Medium, 222, 19, 16, 17, 11
Medium, 732, 22, 8, 24, 12
Medium, 664, 13, 25, 17, 18
Medium, 242, 25, 1, 4, 16
Medium, 846, 15, 19, 11, 23
Medium, 601, 20, 18, 21, 16
Medium, 991, 20, 24, 23, 14
Medium, 441, 14, 17, 13, 4
Medium, 797, 17, 10, 16, 24
Medium, 948, 15, 15, 8, 7
Medium, 187, 20, 20, 1, 5
Medium, 945, 22, 5, 2, 8
Medium, 129, 3, 14, 6, 15
Medium, 852, 14, 16, 23, 23
Medium, 429, 23, 23, 20, 8
Medium, 960, 3, 12, 10, 10
Medium, 922, 25, 20, 15, 14
Medium, 768, 7, 6, 16, 23
Medium, 690, 24, 21, 12, 19
Medium, 675, 7, 12, 22, 18
Medium, 966, 8, 12, 7, 12
Medium, 187, 9, 12, 3, 3
Medium, 144, 21, 9, 3, 7
Medium, 224, 16, 8, 13, 23
Medium, 607, 19, 5, 23, 8
Medium, 115, 6, 10, 1, 5
Medium, 228, 21, 12, 18, 20
Medium, 736, 15, 15, 20, 11
Medium, 234, 4, 8, 22, 13
Medium, 605, 1, 11, 11, 15
Medium, 728, 3, 10, 3, 18
Medium, 826, 5, 1, 11, 22
Medium, 316, 11, 3, 22, 13
Medium, 534, 3, 1, 23, 7
Medium, 715, 6, 21, 1, 11
Medium, 330, 11, 17, 10, 11
Medium, 785, 21, 19, 2, 18
Medium, 550, 11, 17, 17, 2
Medium, 473, 15, 3, 1, 1
Medium, 434, 6, 17, 13, 3
Medium, 997, 23, 14, 6, 3
Medium, 511, 7, 19, 15, 9
Medium, 709, 6, 4, 1, 19
Medium, 365, 22, 4, 4, 2
Medium, 711, 13, 13, 11, 12
Medium, 472, 9, 2, 20, 10
Medium, 234, 18, 4, 10, 18
Medium, 166, 3, 20, 13, 5
Medium, 208, 4, 18, 12, 22
Medium, 432, 15, 2, 13, 19
Medium, 107, 7, 24, 21, 6
Medium, 718, 12, 11, 6, 10
Medium, 296, 16, 10, 23, 24
Medium, 312, 8, 7, 12, 18
Medium, 278, 18, 22, 3, 6
Medium, 371, 1, 20, 2, 4
Medium, 336, 17, 4, 20, 6
Medium, 599, 7, 8, 24, 18
Medium, 989, 3, 5, 5, 22
Medium, 649, 20, 10, 5, 3
Medium, 283, 18, 16, 16, 4
Medium, 783, 16, 9, 1, 6
Medium, 789, 4, 24, 23, 2
Medium, 471, 4, 10, 4, 14
Medium, 277, 7, 14, 18, 8
Medium, 620, 12, 5, 12, 22
Medium, 364, 3, 12, 10, 3
Medium, 452, 9, 17, 13, 17
Medium, 920, 23, 22, 17, 2
Medium, 531, 25, 14, 20, 8
Medium, 181, 3, 8, 24, 13
Medium, 801, 1, 16, 21, 10
Medium, 988, 7, 24, 8, 22
Medium, 792, 7, 4, 9, 1
Medium, 556, 20, 22, 15, 22
Medium, 670, 12, 10, 17, 10
Medium, 560, 1, 21, 7, 3
Medium, 650, 6, 14, 7, 22
Medium, 488, 10, 16, 15, 7
Medium, 953, 12, 10, 22, 1
Medium, 832, 16, 5, 9, 19
Medium, 610, 21, 20, 14, 22
Large, 1514, 6, 23, 14, 5
Large, 8255, 6, 3, 4, 4
Large, 7285, 16, 21, 4, 3
Large, 4150, 10, 6, 19, 4
Large, 8823, 3, 11, 12, 9
Large, 6518, 4, 24, 6, 10
Large, 2116, 13, 18, 7, 15
Large, 3162, 12, 23, 21, 3
Large, 7855, 16, 10, 18, 14
Large, 5568, 23, 8, 25, 22
Large, 1380, 9, 2, 9, 14
Large, 8782, 16, 9, 1, 4
Large, 8645, 16, 23, 21, 5
Large, 6813, 22, 15, 9, 6
Large, 5745, 4, 11, 10, 13
Large, 7575, 1, 16, 21, 11
Large, 2760, 21, 6, 3, 5
Large, 3645, 25, 19, 8, 3
Large, 3149, 25, 19, 12, 1
Large, 3367, 7, 21, 25, 19
Large, 8339, 13, 15, 25, 7
Large, 6088, 16, 13, 2, 8
Large, 2640, 20, 6, 12, 15
Large, 1105, 7, 3, 14, 18
Large, 1168, 8, 13, 14, 7
Large, 7606, 1, 15, 21, 21
Large, 4509, 24, 1, 10, 17
Large, 9973, 15, 18, 18, 9
Large, 2944, 18, 13, 19, 11
Large, 7519, 2, 8, 2, 14
Large, 1374, 1, 20, 8, 23
Large, 7176, 17, 7, 20, 11
Large, 1749, 19, 13, 13, 9
Large, 9220, 18, 25, 21, 23
Large, 3969, 18, 25, 22, 21
Large, 1116, 10, 8, 2, 5
Large, 4731, 14, 24, 6, 18
Large, 5072, 20, 1, 8, 5
Large, 3639, 9, 24, 18, 25
Large, 3421, 21, 16, 2, 9
Large, 7365, 6, 16, 13, 11
Large, 8674, 14, 23, 11, 13
Large, 6216, 17, 9, 18, 20
Large, 5217, 4, 1, 22, 15
Large, 8759, 20, 25, 15, 2
Large, 4927, 12, 15, 6, 19
Large, 2091, 23, 16, 24, 24
Large, 8275, 7, 7, 9, 6
Large, 7287, 25, 11, 13, 2
Large, 2647, 9, 21, 22, 2
Large, 5458, 24, 15, 16, 1
Large, 2314, 15, 19, 2, 10
Large, 6519, 11, 12, 17, 5
Large, 5519, 1, 14, 6, 1
Large, 6730, 3, 4, 14, 12
Large, 3793, 23, 18, 21, 22
Large, 8615, 14, 14, 11, 5
Large, 6228, 2, 10, 1, 6
Large, 3222, 12, 14, 20, 23
Large, 8929, 4, 23, 13, 19
Large, 2861, 23, 16, 15, 15
Large, 3524, 15, 21, 23, 21
Large, 1348, 7, 25, 20, 6
Large, 9087, 25, 6, 20, 4
Large, 5094, 19, 2, 13, 8
Large, 3485, 16, 19, 24, 8
Large, 3199, 2, 25, 4, 12
Large, 8176, 14, 14, 8, 17
Large, 6118, 20, 2, 10, 7
Large, 2407, 22, 22, 6, 13
Large, 2031, 7, 18, 1, 14
Large, 7036, 11, 12, 14, 8
Large, 2332, 7, 1, 10, 11
Large, 8137, 2, 8, 3, 23
Large, 6753, 24, 16, 24, 1
Large, 6855, 21, 18, 22, 6
Large, 7192, 22, 23, 18, 8
Large, 9093, 3, 16, 19, 9
Large, 1809, 9, 4, 23, 16
Large, 2253, 3, 12, 22, 25
Large, 9513, 10, 24, 20, 8
Large, 1866, 8, 24, 1, 22
Large, 3217, 13, 1, 15, 14
Large, 3795, 5, 17, 25, 22
Large, 7972, 16, 10, 23, 21
Large, 4250, 1, 21, 12, 3
Large, 5815, 4, 25, 12, 11
Large, 9669, 16, 19, 25, 17
Large, 4246, 20, 6, 21, 13
Large, 7331, 3, 21, 1, 2
Large, 1751, 22, 25, 11, 10
Large, 2491, 19, 8, 3, 7
Large, 6783, 18, 15, 19, 11
Large, 2573, 4, 25, 8, 1
Large, 3324, 21, 15, 23, 20
Large, 3609, 21, 14, 5, 15
Large, 9469, 4, 10, 5, 14
Large, 9224, 3, 6, 23, 1
Large, 7772, 16, 4, 10, 8
Large, 4501, 2, 14, 7, 24
