Small, 18, 13, 16, 18, 22, 10, 25, 14, 22, 2, 21, 14, 17, 19
Small, 25, 18, 11, 24, 14, 6, 23, 18, 15, 25, 7, 11, 17, 15
Small, 85, 16, 9, 21, 1, 4, 24, 14, 4, 18, 10, 1, 25, 9
Small, 32, 5, 18, 19, 11, 14, 25, 15, 21, 15, 24, 17, 23, 21
Small, 82, 24, 6, 7, 5, 17, 24, 22, 16, 18, 19, 24, 3, 13
Small, 86, 1, 23, 1, 12, 6, 19, 13, 16, 13, 3, 2, 14, 4
Small, 42, 11, 4, 24, 18, 18, 18, 20, 6, 10, 7, 1, 14, 18
Small, 31, 7, 16, 4, 19, 5, 18, 14, 15, 16, 18, 19, 25, 24
Small, 70, 21, 6, 14, 21, 2, 13, 20, 19, 13, 10, 13, 6, 7
Small, 6, 22, 19, 17, 25, 16, 21, 23, 2, 19, 16, 8, 18, 11
Small, 96, 14, 11, 2, 1, 16, 19, 9, 18, 20, 12, 1, 2, 24
Small, 18, 20, 8, 7, 10, 20, 14, 16, 25, 14, 2, 16, 11, 12
Small, 91, 1, 2, 25, 16, 10, 10, 24, 18, 13, 19, 18, 6, 9
Small, 28, 10, 21, 12, 4, 24, 20, 11, 3, 7, 2, 16, 11, 9
Small, 33, 16, 3, 3, 1, 21, 13, 7, 20, 9, 3, 8, 25, 23
Small, 22, 22, 13, 22, 7, 17, 22, 22, 16, 2, 16, 1, 16, 4
Small, 11, 20, 18, 16, 24, 22, 13, 5, 6, 13, 16, 20, 5, 24
Small, 85, 7, 21, 14, 6, 15, 18, 21, 9, 25, 20, 13, 18, 22
Small, 17, 16, 7, 25, 7, 17, 16, 5, 11, 19, 12, 8, 25, 9
Small, 53, 11, 12, 13, 19, 3, 22, 17, 17, 14, 3, 7, 22, 22
Small, 13, 2, 10, 15, 22, 11, 15, 25, 21, 23, 12, 22, 11, 3
Small, 98, 5, 23, 25, 16, 14, 13, 9, 11, 17, 25, 25, 8, 16
Small, 99, 20, 13, 25, 21, 9, 10, 11, 9, 7, 12, 6, 10, 15
Small, 66, 18, 25, 20, 12, 14, 5, 7, 16, 21, 18, 5, 2, 13
Small, 87, 1, 19, 1, 20, 6, 17, 6, 25, 7, 18, 19, 10, 10
Small, 91, 7, 4, 11, 13, 23, 7, 7, 1, 16, 10, 7, 3, 18
Small, 21, 19, 9, 17, 4, 9, 1, 21, 11, 10, 4, 24, 5, 22
Medium, 807, 19, 5, 1, 14, 10, 9, 11, 13, 14, 2, 3, 15, 1
Medium, 448, 25, 17, 1, 1, 21, 14, 19, 11, 3, 20, 7, 7, 20
Medium, 686, 20, 25, 21, 23, 5, 21, 15, 8, 3, 9, 11, 14, 6
Medium, 466, 20, 19, 10, 21, 4, 7, 3, 22, 16, 15, 4, 16, 21
Medium, 924, 19, 3, 22, 25, 21, 19, 2, 15, 20, 25, 5, 17, 8
Medium, 974, 4, 20, 16, 1, 2, 17, 19, 14, 1, 21, 8, 5, 6
Medium, 815, 24, 3, 11, 12, 24, 17, 24, 23, 7, 7, 2, 7, 24
Medium, 397, 17, 19, 23, 8, 6, 21, 6, 13, 12, 6, 11, 4, 15
Medium, 587, 12, 8, 4, 5, 21, 12, 9, 25, 20, 16, 4, 1, 3
Medium, 556, 3, 20, 21, 19, 22, 14, 24, 13, 18, 3, 12, 23, 17
Medium, 556, 11, 23, 12, 23, 21, 1, 6, 20, 9, 15, 5, 8, 19
Medium, 533, 1, 11, 17, 16, 8, 6, 6, 25, 8, 9, 13, 10, 12
Medium, 491, 1, 2, 10, 18, 7, 8, 15, 17, 23, 1, 15, 22, 22
Medium, 402, 7, 5, 25, 8, 8, 24, 19, 7, 22, 2, 12, 25, 14
Medium, 995, 4, 13, 12, 20, 24, 11, 14, 3, 10, 20, 14, 5, 13
Medium, 374, 6, 19, 12, 1, 1, 22, 7, 12, 10, 14, 1, 21, 22
Medium, 587, 6, 24, 20, 24, 19, 1, 23, 4, 9, 19, 25, 17, 10
Medium, 874, 5, 23, 19, 13, 11, 19, 25, 16, 6, 1, 3, 21, 4
Medium, 157, 23, 17, 21, 8, 15, 11, 5, 9, 19, 3, 22, 19, 11
Medium, 250, 13, 20, 9, 12, 15, 7, 8, 13, 21, 24, 15, 25, 10
Medium, 957, 23, 9, 20, 19, 18, 1, 21, 13, 19, 8, 5, 12, 24
Medium, 179, 21, 13, 10, 1, 24, 4, 13, 5, 7, 25, 14, 11, 2
Medium, 436, 1, 15, 17, 1, 25, 14, 25, 11, 9, 16, 1, 5, 13
Medium, 594, 24, 14, 1, 10, 14, 18, 18, 11, 5, 24, 24, 3, 25
Medium, 828, 6, 2, 19, 24, 16, 9, 25, 25, 10, 17, 10, 24, 24
Medium, 520, 14, 20, 13, 19, 15, 7, 19, 11, 20, 25, 14, 17, 2
Medium, 823, 21, 14, 13, 16, 7, 2, 13, 19, 5, 12, 25, 8, 17
Medium, 321, 8, 6, 5, 17, 15, 24, 12, 13, 4, 5, 24, 15, 25
Medium, 640, 14, 2, 17, 18, 23, 19, 20, 13, 10, 24, 6, 8, 18
Medium, 487, 16, 3, 16, 15, 7, 24, 6, 11, 3, 15, 23, 22, 22
Medium, 739, 2, 11, 22, 9, 10, 4, 1, 14, 9, 3, 17, 10, 12
Medium, 331, 5, 15, 20, 11, 2, 24, 11, 16, 22, 6, 14, 16, 14
Medium, 669, 12, 8, 25, 21, 6, 15, 14, 15, 5, 6, 6, 10, 24
Medium, 152, 3, 19, 12, 1, 7, 20, 22, 2, 18, 11, 18, 4, 11
Medium, 451, 13, 3, 11, 11, 5, 12, 10, 13, 8, 5, 25, 23, 8
Medium, 236, 21, 20, 13, 9, 8, 20, 7, 2, 23, 7, 7, 25, 20
Medium, 428, 14, 20, 10, 24, 24, 24, 21, 20, 3, 24, 1, 12, 6
Medium, 524, 19, 24, 13, 16, 15, 13, 19, 21, 23, 2, 11, 13, 5
Medium, 607, 20, 12, 16, 1, 7, 4, 2, 22, 10, 11, 24, 22, 11
Medium, 229, 4, 4, 6, 11, 20, 8, 18, 15, 15, 16, 4, 18, 15
Medium, 575, 20, 4, 18, 17, 15, 10, 4, 18, 24, 22, 17, 10, 12
Medium, 452, 24, 3, 14, 9, 13, 7, 5, 20, 22, 14, 2, 20, 18
Medium, 155, 4, 6, 11, 13, 8, 5, 25, 22, 20, 18, 18, 13, 18
Medium, 922, 8, 15, 24, 25, 8, 5, 1, 4, 16, 14, 9, 21, 4
Medium, 234, 12, 2, 22, 19, 1, 5, 7, 8, 14, 5, 3, 11, 22
Medium, 384, 21, 5, 19, 8, 6, 8, 19, 8, 17, 14, 20, 22, 25
Medium, 204, 16, 1, 19, 3, 15, 14, 8, 9, 20, 8, 11, 23, 1
Medium, 957, 10, 16, 19, 13, 4, 20, 12, 24, 4, 23, 21, 15, 1
Medium, 839, 17, 23, 3, 24, 15, 12, 15, 3, 3, 1, 21, 9, 5
Medium, 210, 21, 3, 15, 22, 1, 15, 21, 3, 8, 12, 14, 16, 13
Medium, 725, 17, 7, 22, 3, 12, 12, 3, 21, 19, 9, 10, 14, 21
Medium, 251, 22, 7, 18, 4, 8, 12, 6, 18, 23, 1, 1, 24, 1
Medium, 710, 2, 7, 3, 10, 7, 4, 10, 25, 1, 18, 7, 4, 13
Medium, 646, 1, 6, 18, 25, 25, 17, 14, 5, 9, 22, 3, 14, 20
Medium, 847, 25, 6, 18, 3, 16, 19, 22, 22, 22, 1, 20, 10, 2
Medium, 984, 25, 17, 23, 24, 14, 2, 19, 8, 13, 22, 3, 10, 25
Medium, 701, 6, 19, 17, 16, 2, 18, 24, 1, 12, 22, 20, 21, 9
Medium, 645, 7, 3, 8, 15, 17, 6, 9, 2, 17, 3, 16, 4, 7
Medium, 189, 21, 12, 14, 14, 3, 6, 18, 1, 2, 11, 3, 22, 18
Medium, 195, 21, 11, 20, 23, 5, 6, 9, 9, 21, 15, 6, 14, 2
Medium, 919, 8, 17, 24, 14, 3, 20, 3, 19, 9, 16, 16, 14, 19
Medium, 978, 8, 4, 23, 19, 10, 1, 18, 19, 1, 3, 10, 11, 6
Medium, 930, 23, 1, 5, 13, 4, 17, 2, 11, 5, 22, 7, 13, 12
Medium, 630, 15, 8, 20, 3, 18, 7, 5, 21, 8, 15, 1, 5, 15
Medium, 492, 6, 14, 6, 15, 23, 8, 8, 13, 10, 4, 15, 2, 4
Medium, 485, 6, 20, 18, 25, 23, 20, 12, 19, 25, 18, 6, 16, 1
Medium, 480, 20, 21, 9, 14, 5, 24, 11, 10, 23, 15, 15, 10, 8
Medium, 403, 9, 4, 18, 12, 20, 2, 23, 6, 24, 20, 23, 12, 19
Medium, 473, 15, 22, 13, 13, 23, 6, 21, 19, 11, 20, 13, 2, 12
Medium, 307, 18, 9, 7, 11, 15, 2, 4, 23, 20, 14, 18, 21, 4
Medium, 651, 10, 2, 9, 22, 3, 15, 12, 23, 20, 7, 12, 25, 12
Medium, 882, 9, 25, 3, 11, 6, 8, 6, 23, 23, 11, 24, 12, 22
Medium, 747, 3, 2, 15, 5, 14, 3, 22, 4, 1, 8, 23, 18, 20
Medium, 783, 8, 13, 4, 7, 9, 16, 9, 20, 8, 18, 14, 24, 16
Medium, 692, 6, 19, 8, 2, 8, 19, 23, 13, 21, 8, 17, 1, 11
Medium, 906, 16, 3, 23, 1, 12, 7, 24, 14, 10, 13, 3, 25, 4
Medium, 919, 9, 5, 4, 8, 13, 8, 14, 20, 2, 15, 18, 25, 9
Medium, 974, 12, 11, 11, 8, 3, 23, 18, 2, 22, 6, 19, 12, 8
Medium, 513, 6, 14, 20, 7, 22, 17, 23, 17, 11, 24, 4, 12, 5
Medium, 147, 15, 25, 3, 8, 14, 25, 24, 3, 15, 21, 21, 23, 6
Medium, 182, 15, 15, 23, 11, 21, 23, 9, 4, 5, 18, 13, 24, 19
Medium, 737, 17, 8, 20, 16, 14, 22, 18, 4, 10, 8, 24, 17, 22
Medium, 724, 8, 16, 17, 7, 9, 13, 11, 1, 15, 6, 18, 8, 24
Medium, 674, 23, 1, 15, 4, 13, 20, 22, 3, 21, 25, 5, 17, 4
Medium, 285, 3, 5, 7, 23, 17, 17, 3, 19, 5, 8, 7, 19, 7
Medium, 732, 2, 21, 16, 17, 4, 6, 6, 18, 19, 4, 22, 16, 10
Medium, 183, 12, 6, 23, 16, 22, 12, 3, 17, 7, 7, 11, 11, 8
Medium, 192, 11, 10, 19, 15, 13, 18, 16, 12, 8, 9, 24, 2, 19
Medium, 735, 21, 10, 9, 7, 11, 11, 6, 21, 10, 11, 2, 2, 19
Medium, 516, 3, 9, 5, 9, 18, 21, 25, 23, 2, 24, 9, 3, 13
Medium, 793, 19, 24, 23, 22, 19, 23, 5, 10, 17, 19, 2, 24, 16
Medium, 333, 1, 11, 11, 3, 16, 21, 3, 20, 17, 23, 1, 22, 13
Medium, 607, 9, 18, 3, 20, 2, 1, 7, 22, 20, 4, 5, 15, 20
Medium, 356, 4, 8, 20, 20, 19, 22, 9, 3, 13, 6, 22, 11, 7
Medium, 869, 5, 2, 6, 9, 17, 25, 14, 19, 21, 8, 2, 17, 16
Medium, 585, 15, 6, 22, 7, 13, 13, 1, 3, 8, 3, 13, 8, 13
Medium, 635, 23, 25, 6, 19, 18, 4, 2, 11, 1, 16, 5, 9, 13
Medium, 438, 1, 7, 20, 24, 20, 10, 6, 9, 6, 12, 11, 4, 14
Medium, 100, 15, 15, 6, 11, 3, 17, 15, 23, 22, 4, 20, 20, 5
Medium, 226, 8, 18, 21, 17, 15, 17, 22, 21, 25, 17, 19, 10, 11
Large, 3736, 3, 11, 1, 24, 3, 5, 12, 8, 8, 1, 5, 7, 15
Large, 3436, 19, 1, 15, 20, 16, 20, 17, 19, 13, 14, 11, 10, 23
Large, 1786, 14, 15, 23, 13, 22, 13, 24, 20, 23, 5, 12, 13, 21
Large, 8150, 25, 24, 9, 11, 24, 20, 21, 10, 4, 21, 19, 8, 19
Large, 9454, 22, 4, 8, 24, 19, 15, 21, 20, 6, 7, 18, 17, 16
Large, 2641, 19, 10, 23, 12, 5, 7, 20, 3, 19, 24, 8, 13, 21
Large, 7508, 5, 14, 22, 11, 10, 3, 6, 18, 7, 10, 19, 4, 16
Large, 2010, 17, 15, 23, 22, 25, 4, 2, 21, 10, 19, 11, 8, 23
Large, 8293, 20, 7, 6, 20, 6, 25, 14, 14, 3, 2, 6, 4, 15
Large, 3304, 18, 10, 21, 17, 9, 6, 21, 13, 3, 13, 21, 16, 24
Large, 6220, 3, 9, 14, 19, 16, 25, 4, 6, 16, 7, 6, 22, 21
Large, 1749, 15, 2, 13, 25, 7, 12, 4, 17, 16, 5, 3, 15, 10
Large, 1675, 9, 8, 1, 15, 25, 24, 8, 11, 22, 20, 9, 16, 15
Large, 6066, 7, 2, 24, 6, 17, 25, 22, 11, 5, 18, 9, 6, 18
Large, 4701, 8, 3, 1, 9, 3, 13, 12, 6, 19, 13, 14, 13, 25
Large, 2547, 23, 19, 1, 12, 2, 25, 12, 25, 24, 5, 9, 11, 18
Large, 2315, 24, 17, 17, 10, 25, 16, 16, 13, 10, 11, 11, 22, 12
Large, 4913, 11, 21, 16, 20, 18, 24, 23, 6, 5, 8, 2, 7, 5
Large, 5359, 3, 5, 19, 23, 20, 22, 9, 6, 1, 23, 10, 25, 13
Large, 6242, 21, 10, 25, 22, 10, 23, 23, 14, 7, 18, 17, 11, 4
Large, 9861, 24, 4, 13, 14, 24, 24, 21, 22, 11, 6, 12, 16, 18
Large, 6944, 18, 3, 13, 10, 17, 25, 14, 3, 9, 23, 11, 18, 23
Large, 6505, 21, 8, 10, 12, 19, 17, 2, 19, 11, 13, 22, 9, 6
Large, 3057, 25, 12, 6, 1, 1, 16, 22, 6, 18, 4, 19, 7, 4
Large, 7299, 19, 7, 22, 3, 7, 24, 4, 2, 5, 2, 10, 1, 18
Large, 1366, 10, 10, 18, 9, 2, 23, 25, 3, 13, 14, 13, 6, 12
Large, 9402, 5, 12, 9, 3, 23, 2, 6, 25, 13, 9, 10, 18, 6
Large, 5472, 25, 8, 12, 17, 10, 17, 6, 19, 5, 19, 10, 4, 20
Large, 5838, 7, 13, 19, 20, 14, 14, 10, 10, 20, 24, 13, 23, 2
Large, 5390, 10, 16, 3, 15, 2, 16, 2, 25, 13, 11, 25, 22, 6
Large, 5226, 11, 17, 1, 11, 18, 14, 19, 7, 11, 22, 19, 15, 17
Large, 1008, 10, 19, 18, 20, 15, 24, 22, 2, 5, 25, 25, 22, 5
Large, 7137, 19, 6, 18, 18, 17, 6, 11, 11, 16, 23, 10, 9, 9
Large, 7960, 23, 23, 9, 3, 17, 5, 19, 23, 15, 9, 6, 5, 10
Large, 3535, 9, 24, 10, 14, 15, 23, 17, 5, 7, 15, 25, 16, 25
Large, 3621, 14, 19, 7, 15, 16, 11, 25, 11, 24, 16, 10, 24, 20
Large, 6567, 7, 13, 5, 2, 23, 5, 7, 20, 4, 24, 19, 1, 8
Large, 4622, 4, 6, 1, 8, 14, 16, 17, 7, 17, 6, 5, 3, 15
Large, 2013, 18, 11, 2, 22, 17, 23, 25, 25, 13, 19, 15, 15, 16
Large, 7603, 11, 21, 24, 19, 16, 21, 14, 25, 24, 3, 19, 11, 19
Large, 4944, 7, 14, 3, 17, 6, 18, 24, 2, 6, 10, 13, 13, 19
Large, 7394, 12, 17, 20, 23, 1, 15, 8, 11, 1, 21, 2, 12, 10
Large, 2679, 12, 7, 12, 9, 9, 25, 19, 4, 8, 4, 23, 15, 24
Large, 1371, 25, 9, 17, 24, 11, 9, 6, 5, 4, 13, 21, 14, 17
Large, 1964, 3, 4, 25, 12, 14, 9, 17, 4, 20, 15, 11, 3, 11
Large, 6659, 20, 4, 10, 22, 23, 14, 2, 20, 6, 12, 9, 24, 22
Large, 5720, 19, 1, 23, 22, 4, 13, 10, 22, 23, 6, 12, 13, 15
Large, 7902, 25, 24, 15, 22, 25, 8, 9, 5, 8, 10, 23, 23, 16
Large, 8467, 15, 24, 25, 7, 22, 13, 1, 4, 5, 25, 6, 23, 6
Large, 7755, 18, 21, 4, 14, 23, 8, 5, 4, 16, 17, 23, 13, 8
Large, 5024, 9, 18, 3, 13, 13, 6, 6, 15, 25, 10, 6, 3, 22
Large, 7686, 5, 21, 5, 23, 5, 17, 17, 15, 12, 14, 7, 16, 19
Large, 1562, 6, 11, 8, 10, 25, 6, 8, 8, 11, 8, 5, 23, 7
Large, 4083, 5, 21, 17, 22, 25, 25, 6, 9, 9, 15, 15, 3, 1
Large, 9159, 24, 23, 15, 21, 4, 7, 17, 5, 3, 16, 23, 9, 2
Large, 9989, 25, 23, 3, 14, 7, 6, 1, 8, 21, 8, 10, 1, 10
Large, 2252, 1, 23, 19, 14, 13, 2, 15, 13, 8, 2, 10, 22, 10
Large, 1724, 25, 14, 24, 15, 20, 17, 2, 4, 4, 13, 20, 15, 5
Large, 8112, 9, 6, 15, 18, 6, 17, 12, 25, 19, 7, 21, 23, 10
Large, 6617, 17, 5, 8, 23, 15, 4, 1, 2, 8, 12, 21, 1, 23
Large, 3603, 16, 1, 24, 5, 15, 12, 19, 19, 19, 4, 4, 10, 12
Large, 8713, 2, 11, 17, 9, 17, 16, 22, 14, 13, 10, 14, 23, 12
Large, 4865, 10, 4, 19, 3, 18, 1, 10, 15, 20, 3, 9, 23, 17
Large, 5324, 12, 5, 15, 24, 13, 15, 1, 18, 16, 17, 6, 11, 7
Large, 9426, 24, 2, 14, 12, 14, 14, 9, 15, 17, 15, 12, 25, 9
Large, 6648, 3, 23, 11, 4, 15, 21, 6, 17, 21, 22, 20, 10, 1
Large, 4005, 3, 14, 21, 19, 18, 6, 11, 16, 10, 3, 14, 25, 20
Large, 3178, 5, 4, 10, 23, 25, 5, 5, 5, 20, 12, 25, 14, 14
Large, 2677, 18, 1, 11, 22, 24, 19, 10, 4, 24, 3, 11, 20, 10
Large, 8079, 1, 23, 9, 25, 5, 5, 17, 24, 20, 19, 17, 25, 7
Large, 3555, 11, 9, 14, 7, 14, 1, 8, 24, 12, 22, 17, 12, 1
Large, 7222, 15, 24, 24, 21, 25, 8, 14, 15, 1, 14, 2, 4, 10
Large, 8371, 17, 12, 1, 18, 12, 24, 12, 17, 1, 22, 17, 18, 24
Large, 1950, 8, 8, 9, 5, 6, 3, 2, 1, 1, 10, 4, 19, 12
Large, 8841, 18, 3, 9, 4, 18, 17, 22, 4, 6, 7, 20, 7, 6
Large, 8956, 4, 6, 9, 22, 25, 1, 24, 4, 3, 6, 18, 4, 1
Large, 2352, 1, 13, 18, 14, 11, 2, 3, 13, 19, 19, 22, 6, 11
Large, 1311, 19, 20, 17, 1, 13, 20, 18, 14, 5, 6, 9, 4, 15
Large, 2585, 11, 11, 19, 9, 2, 23, 7, 9, 14, 24, 20, 5, 4
Large, 2114, 13, 15, 8, 6, 11, 6, 10, 1, 3, 15, 16, 23, 10
Large, 1916, 19, 8, 14, 6, 10, 15, 15, 13, 8, 25, 17, 11, 10
Large, 4213, 1, 24, 6, 9, 8, 6, 7, 18, 15, 4, 22, 18, 9
Large, 9005, 11, 11, 13, 8, 10, 15, 6, 12, 24, 2, 7, 15, 12
Large, 6786, 1, 2, 23, 13, 23, 3, 6, 13, 3, 22, 15, 11, 2
Large, 9329, 8, 23, 11, 21, 25, 12, 20, 18, 13, 1, 3, 1, 10
Large, 7051, 20, 22, 25, 21, 16, 17, 1, 18, 25, 24, 12, 12, 17
Large, 6197, 7, 9, 9, 4, 15, 11, 4, 21, 20, 5, 6, 19, 14
Large, 3316, 1, 2, 7, 10, 19, 20, 4, 15, 6, 24, 24, 5, 3
Large, 7931, 22, 16, 1, 19, 10, 7, 10, 19, 20, 9, 1, 13, 5
Large, 1901, 2, 9, 6, 1, 12, 14, 10, 16, 21, 18, 10, 18, 8
Large, 7638, 23, 3, 1, 24, 8, 24, 8, 9, 14, 13, 24, 9, 23
Large, 9289, 9, 24, 23, 20, 4, 23, 3, 19, 25, 5, 9, 3, 23
Large, 1039, 10, 18, 17, 10, 12, 3, 3, 18, 2, 2, 5, 22, 1
Large, 4718, 10, 21, 2, 24, 11, 12, 16, 4, 5, 12, 17, 22, 9
Large, 1547, 4, 17, 21, 14, 21, 25, 6, 24, 25, 16, 25, 1, 17
Large, 1166, 15, 16, 18, 17, 4, 17, 11, 25, 1, 10, 19, 9, 15
Large, 3348, 1, 22, 1, 5, 5, 10, 20, 4, 4, 10, 22, 22, 8
Large, 7189, 13, 24, 10, 14, 16, 13, 13, 2, 20, 9, 14, 16, 6
Large, 4061, 14, 14, 6, 6, 7, 4, 23, 1, 25, 10, 17, 8, 1
Large, 6498, 25, 8, 12, 10, 10, 18, 15, 1, 8, 15, 6, 18, 20
