Small, 80, 17, 20, 12, 11, 8, 1, 13, 25, 17, 19, 17
Small, 39, 9, 17, 19, 24, 1, 24, 11, 3, 14, 7, 16
Small, 86, 3, 2, 19, 14, 19, 18, 11, 23, 8, 7, 16
Small, 16, 14, 12, 14, 5, 21, 16, 9, 7, 1, 19, 25
Small, 86, 19, 8, 20, 18, 11, 4, 19, 6, 14, 11, 18
Small, 42, 18, 19, 8, 6, 21, 1, 21, 14, 1, 15, 18
Small, 18, 2, 23, 20, 20, 11, 9, 4, 6, 24, 5, 6
Small, 77, 6, 18, 4, 3, 22, 4, 22, 12, 18, 14, 6
Small, 77, 3, 3, 20, 6, 7, 12, 17, 16, 24, 11, 13
Small, 24, 6, 1, 7, 24, 14, 24, 25, 17, 20, 18, 2
Small, 18, 18, 4, 20, 13, 6, 14, 5, 17, 21, 24, 7
Small, 25, 19, 22, 1, 2, 12, 3, 19, 12, 13, 5, 9
Small, 77, 2, 13, 13, 10, 19, 20, 15, 7, 1, 16, 9
Small, 35, 9, 2, 25, 25, 5, 18, 5, 7, 6, 6, 15
Small, 80, 1, 19, 8, 16, 15, 23, 8, 1, 5, 10, 19
Small, 35, 13, 19, 6, 1, 11, 5, 16, 17, 12, 2, 9
Small, 69, 8, 17, 24, 14, 5, 17, 24, 11, 3, 17, 14
Small, 13, 4, 14, 9, 17, 15, 13, 19, 8, 25, 18, 1
Small, 74, 8, 11, 3, 13, 19, 7, 22, 22, 13, 13, 21
Small, 84, 8, 14, 1, 7, 8, 24, 21, 2, 23, 25, 22
Small, 25, 13, 23, 10, 14, 1, 22, 13, 3, 9, 14, 24
Small, 75, 16, 11, 23, 12, 9, 12, 17, 22, 6, 6, 16
Small, 42, 18, 7, 4, 12, 14, 2, 7, 14, 14, 24, 6
Small, 23, 1, 22, 20, 8, 15, 13, 3, 16, 18, 12, 11
Small, 1, 11, 10, 12, 1, 20, 9, 23, 24, 14, 22, 25
Small, 23, 17, 21, 11, 12, 22, 22, 23, 19, 11, 7, 2
Small, 69, 25, 16, 25, 2, 23, 22, 14, 6, 4, 19, 16
Small, 39, 13, 17, 11, 11, 23, 11, 6, 15, 9, 14, 22
Small, 29, 15, 24, 12, 25, 11, 13, 3, 13, 9, 16, 10
Small, 93, 11, 22, 13, 7, 22, 2, 19, 15, 10, 5, 2
Small, 58, 15, 12, 11, 23, 18, 6, 10, 20, 15, 2, 12
Small, 25, 21, 22, 15, 21, 3, 21, 13, 8, 12, 17, 25
Small, 36, 13, 9, 12, 21, 6, 4, 15, 23, 5, 5, 4
Small, 100, 19, 22, 11, 9, 16, 24, 7, 23, 25, 14, 19
Small, 91, 7, 12, 16, 23, 10, 10, 24, 20, 19, 7, 19
Small, 59, 3, 23, 19, 9, 18, 19, 18, 25, 12, 25, 19
Small, 38, 10, 1, 5, 4, 5, 20, 3, 25, 11, 23, 17
Small, 44, 23, 8, 18, 25, 17, 15, 21, 16, 24, 11, 14
Medium, 149, 6, 24, 4, 17, 17, 22, 7, 19, 25, 14, 9
Medium, 234, 2, 18, 3, 1, 4, 16, 23, 5, 18, 5, 15
Medium, 817, 21, 1, 8, 8, 23, 23, 5, 1, 2, 25, 14
Medium, 552, 17, 20, 15, 12, 8, 4, 21, 9, 5, 13, 23
Medium, 924, 5, 24, 19, 25, 23, 2, 24, 24, 22, 7, 25
Medium, 702, 5, 25, 25, 12, 24, 23, 23, 20, 15, 25, 13
Medium, 142, 4, 24, 21, 15, 12, 11, 7, 1, 21, 4, 5
Medium, 606, 18, 10, 16, 9, 4, 13, 16, 6, 24, 1, 5
Medium, 628, 7, 25, 4, 1, 7, 17, 15, 2, 21, 13, 25
Medium, 145, 25, 9, 9, 23, 7, 4, 3, 2, 24, 5, 22
Medium, 216, 23, 17, 12, 21, 14, 10, 23, 17, 7, 19, 15
Medium, 248, 16, 16, 11, 14, 8, 18, 1, 3, 13, 13, 8
Medium, 263, 17, 17, 16, 3, 8, 18, 4, 5, 1, 4, 6
Medium, 721, 18, 25, 14, 6, 11, 18, 24, 24, 14, 4, 3
Medium, 590, 15, 6, 8, 12, 13, 25, 20, 23, 22, 13, 2
Medium, 780, 9, 9, 8, 16, 8, 8, 15, 12, 17, 23, 22
Medium, 274, 19, 11, 3, 6, 6, 8, 20, 22, 8, 5, 19
Medium, 715, 3, 20, 19, 21, 22, 1, 21, 10, 6, 21, 20
Medium, 655, 2, 18, 2, 8, 16, 9, 24, 18, 2, 21, 2
Medium, 436, 1, 19, 20, 1, 10, 24, 1, 21, 9, 3, 1
Medium, 888, 2, 8, 19, 23, 23, 22, 18, 23, 25, 10, 6
Medium, 352, 8, 19, 6, 3, 24, 10, 15, 22, 21, 7, 3
Medium, 292, 13, 3, 5, 12, 19, 7, 12, 6, 12, 1, 4
Medium, 623, 13, 17, 4, 3, 7, 21, 14, 6, 16, 22, 10
Medium, 158, 9, 21, 13, 1, 18, 1, 17, 5, 8, 2, 8
Medium, 706, 10, 22, 8, 13, 3, 13, 5, 22, 10, 2, 15
Medium, 540, 18, 5, 2, 6, 7, 21, 13, 23, 14, 20, 11
Medium, 121, 6, 5, 19, 5, 25, 3, 1, 3, 21, 12, 3
Medium, 244, 21, 6, 15, 8, 19, 10, 6, 23, 1, 6, 3
Medium, 537, 18, 7, 10, 11, 24, 5, 8, 4, 3, 9, 1
Medium, 360, 5, 22, 6, 24, 18, 24, 7, 14, 19, 2, 20
Medium, 216, 11, 15, 2, 8, 4, 17, 23, 16, 12, 20, 20
Medium, 866, 9, 7, 10, 19, 14, 2, 11, 15, 12, 17, 7
Medium, 182, 2, 4, 9, 23, 21, 9, 4, 12, 13, 5, 19
Medium, 711, 16, 24, 18, 24, 15, 4, 12, 14, 10, 5, 9
Medium, 597, 17, 14, 25, 21, 1, 1, 9, 10, 25, 3, 18
Medium, 959, 4, 12, 23, 12, 22, 24, 15, 8, 9, 11, 18
Medium, 107, 8, 2, 4, 5, 9, 17, 18, 23, 9, 24, 19
Medium, 845, 19, 16, 24, 5, 1, 22, 14, 23, 22, 10, 19
Medium, 745, 19, 21, 16, 4, 5, 24, 1, 8, 17, 19, 5
Medium, 512, 21, 19, 17, 16, 12, 19, 9, 2, 5, 1, 1
Medium, 618, 17, 14, 15, 6, 4, 11, 13, 18, 17, 17, 6
Medium, 849, 6, 19, 15, 16, 6, 3, 24, 10, 14, 19, 14
Medium, 275, 13, 13, 18, 1, 18, 15, 14, 11, 19, 19, 11
Medium, 688, 17, 10, 21, 15, 20, 21, 3, 13, 13, 14, 22
Medium, 161, 17, 23, 1, 9, 15, 9, 23, 12, 14, 10, 23
Medium, 680, 12, 5, 11, 20, 10, 25, 18, 14, 5, 13, 9
Medium, 560, 14, 6, 2, 12, 15, 6, 19, 15, 4, 15, 4
Medium, 415, 11, 5, 11, 11, 15, 5, 25, 25, 4, 5, 2
Medium, 708, 21, 15, 1, 16, 25, 25, 22, 3, 11, 3, 9
Medium, 769, 23, 20, 12, 8, 3, 3, 15, 7, 3, 19, 16
Medium, 952, 3, 19, 25, 15, 19, 20, 5, 12, 22, 22, 17
Medium, 337, 15, 2, 8, 25, 2, 15, 8, 15, 16, 7, 19
Medium, 575, 5, 18, 16, 13, 24, 5, 5, 21, 4, 16, 15
Medium, 319, 16, 6, 9, 11, 16, 25, 18, 15, 6, 24, 23
Medium, 830, 3, 25, 13, 3, 16, 9, 18, 3, 25, 8, 4
Medium, 430, 2, 6, 14, 3, 14, 16, 11, 3, 11, 3, 4
Medium, 237, 13, 20, 21, 25, 24, 9, 20, 24, 25, 7, 2
Medium, 457, 24, 2, 6, 8, 1, 16, 4, 15, 21, 15, 21
Medium, 127, 21, 3, 15, 16, 25, 11, 25, 5, 8, 1, 15
Medium, 238, 11, 11, 24, 14, 17, 1, 8, 6, 25, 15, 25
Medium, 888, 13, 24, 11, 19, 18, 24, 18, 22, 6, 23, 16
Medium, 724, 5, 21, 1, 12, 15, 6, 13, 23, 8, 9, 15
Medium, 617, 7, 4, 14, 17, 11, 8, 22, 20, 5, 24, 12
Medium, 999, 22, 10, 4, 24, 1, 8, 18, 8, 7, 3, 25
Medium, 361, 1, 12, 25, 20, 5, 10, 9, 7, 15, 20, 16
Medium, 350, 2, 17, 1, 2, 23, 9, 19, 11, 4, 18, 7
Medium, 186, 16, 9, 4, 12, 19, 17, 15, 14, 11, 2, 2
Medium, 248, 10, 11, 17, 25, 12, 7, 25, 16, 5, 1, 16
Medium, 214, 14, 1, 10, 7, 24, 14, 24, 24, 11, 14, 17
Medium, 133, 9, 25, 10, 16, 21, 2, 14, 10, 25, 5, 2
Medium, 883, 11, 16, 8, 11, 10, 11, 17, 12, 11, 8, 12
Medium, 255, 18, 10, 21, 5, 13, 20, 22, 23, 1, 19, 10
Medium, 572, 2, 25, 21, 12, 20, 10, 9, 24, 3, 16, 16
Medium, 386, 15, 13, 14, 15, 10, 5, 7, 14, 18, 25, 23
Medium, 200, 13, 5, 22, 18, 23, 17, 7, 19, 19, 11, 11
Medium, 863, 3, 9, 11, 10, 7, 20, 9, 4, 4, 22, 1
Medium, 488, 13, 22, 25, 17, 8, 13, 21, 24, 11, 6, 17
Medium, 188, 20, 24, 10, 23, 24, 10, 24, 6, 20, 20, 15
Medium, 947, 19, 4, 23, 14, 1, 1, 1, 23, 23, 8, 4
Medium, 210, 22, 1, 8, 6, 15, 12, 12, 18, 21, 21, 17
Medium, 722, 8, 15, 23, 8, 24, 13, 19, 13, 2, 22, 24
Medium, 251, 18, 6, 6, 9, 13, 19, 3, 20, 22, 10, 24
Medium, 637, 24, 1, 5, 18, 6, 9, 20, 25, 7, 18, 17
Medium, 370, 16, 18, 6, 17, 13, 21, 9, 16, 22, 18, 21
Medium, 109, 24, 11, 8, 14, 15, 23, 22, 14, 23, 8, 19
Medium, 293, 19, 3, 12, 7, 10, 4, 12, 11, 15, 16, 19
Medium, 109, 21, 4, 8, 7, 15, 3, 16, 10, 9, 15, 6
Medium, 516, 5, 2, 25, 24, 14, 1, 25, 4, 7, 23, 13
Medium, 331, 25, 2, 25, 1, 5, 20, 19, 3, 17, 11, 1
Medium, 982, 25, 16, 20, 19, 5, 22, 11, 22, 22, 10, 13
Medium, 802, 5, 24, 10, 25, 4, 6, 9, 24, 8, 11, 19
Medium, 236, 22, 14, 11, 12, 10, 12, 16, 18, 5, 9, 6
Medium, 958, 4, 9, 2, 9, 7, 17, 25, 13, 21, 10, 21
Medium, 603, 10, 19, 1, 16, 10, 12, 4, 24, 4, 3, 10
Medium, 862, 16, 3, 3, 14, 23, 8, 13, 22, 2, 18, 9
Medium, 536, 3, 24, 20, 4, 6, 20, 3, 19, 15, 6, 1
Medium, 659, 4, 25, 4, 16, 14, 2, 10, 21, 14, 15, 22
Medium, 752, 15, 7, 4, 3, 21, 1, 23, 2, 20, 24, 19
Medium, 652, 17, 6, 17, 2, 12, 15, 19, 2, 24, 21, 10
Large, 2407, 18, 8, 9, 22, 7, 17, 25, 14, 20, 16, 17
Large, 8721, 4, 22, 8, 14, 3, 20, 1, 13, 10, 7, 9
Large, 7865, 18, 11, 21, 17, 10, 12, 13, 14, 17, 7, 8
Large, 6740, 15, 10, 20, 7, 7, 7, 21, 3, 21, 23, 2
Large, 5888, 20, 13, 21, 8, 24, 17, 19, 20, 16, 10, 10
Large, 1130, 23, 8, 2, 5, 5, 24, 6, 7, 20, 10, 5
Large, 9981, 24, 25, 18, 15, 20, 17, 22, 12, 8, 16, 1
Large, 1521, 20, 14, 3, 11, 11, 16, 19, 6, 6, 6, 22
Large, 8034, 20, 14, 1, 2, 8, 7, 15, 2, 10, 13, 7
Large, 1227, 4, 1, 9, 6, 24, 1, 4, 10, 11, 5, 20
Large, 6617, 11, 3, 15, 9, 21, 6, 15, 12, 8, 6, 25
Large, 4603, 3, 2, 14, 22, 19, 9, 20, 25, 1, 3, 13
Large, 1165, 7, 21, 6, 17, 12, 12, 15, 22, 4, 1, 15
Large, 2563, 12, 4, 7, 5, 14, 3, 9, 1, 18, 15, 25
Large, 8830, 1, 23, 19, 23, 13, 14, 25, 13, 4, 23, 11
Large, 3287, 13, 18, 17, 12, 3, 10, 17, 24, 20, 4, 25
Large, 4193, 2, 19, 8, 12, 13, 23, 22, 18, 3, 18, 7
Large, 9332, 24, 25, 11, 9, 24, 21, 19, 17, 23, 22, 18
Large, 4645, 1, 18, 21, 2, 16, 15, 24, 1, 17, 8, 21
Large, 9035, 22, 4, 15, 10, 2, 24, 2, 14, 1, 23, 3
Large, 2571, 16, 23, 16, 2, 18, 1, 9, 13, 19, 6, 10
Large, 7893, 7, 12, 25, 25, 14, 10, 1, 7, 18, 24, 10
Large, 9754, 2, 3, 9, 15, 8, 14, 23, 11, 23, 2, 11
Large, 8685, 20, 14, 3, 21, 24, 23, 9, 23, 4, 2, 1
Large, 6352, 11, 18, 3, 10, 4, 15, 18, 2, 17, 1, 1
Large, 5692, 23, 3, 3, 16, 11, 12, 11, 23, 10, 9, 21
Large, 1180, 8, 2, 8, 14, 7, 25, 8, 15, 5, 17, 12
Large, 1072, 7, 13, 5, 6, 18, 14, 5, 7, 19, 12, 5
Large, 9026, 6, 10, 12, 16, 9, 13, 7, 12, 24, 22, 23
Large, 9381, 6, 6, 6, 24, 25, 6, 24, 16, 19, 18, 6
Large, 9246, 13, 13, 17, 15, 8, 7, 20, 6, 11, 10, 11
Large, 9653, 9, 5, 13, 18, 4, 2, 13, 13, 4, 9, 4
Large, 2419, 14, 15, 8, 1, 1, 21, 5, 3, 8, 18, 22
Large, 2482, 9, 9, 2, 11, 2, 17, 5, 8, 7, 25, 6
Large, 1721, 13, 15, 4, 11, 24, 6, 7, 7, 16, 15, 3
Large, 8359, 14, 21, 24, 16, 22, 18, 25, 3, 11, 14, 17
Large, 4298, 23, 13, 13, 11, 4, 4, 10, 9, 22, 7, 23
Large, 7401, 8, 12, 1, 4, 14, 16, 11, 12, 18, 12, 7
Large, 3875, 15, 18, 9, 17, 7, 9, 9, 20, 14, 20, 2
Large, 5967, 8, 24, 16, 7, 14, 4, 15, 4, 17, 8, 23
Large, 6459, 10, 22, 7, 13, 1, 5, 9, 11, 20, 24, 15
Large, 9450, 5, 17, 13, 20, 20, 25, 23, 7, 25, 19, 5
Large, 8083, 23, 19, 2, 8, 8, 14, 20, 8, 11, 17, 10
Large, 6907, 21, 1, 2, 23, 18, 3, 13, 16, 22, 2, 3
Large, 2148, 14, 7, 14, 2, 8, 9, 2, 21, 25, 18, 10
Large, 4432, 8, 8, 21, 8, 13, 5, 23, 17, 18, 25, 10
Large, 4907, 23, 7, 1, 10, 7, 19, 10, 20, 5, 16, 4
Large, 8325, 5, 15, 15, 6, 12, 12, 12, 1, 14, 12, 7
Large, 7503, 25, 23, 9, 13, 5, 10, 9, 20, 10, 19, 8
Large, 8501, 6, 20, 16, 9, 10, 11, 2, 10, 9, 25, 12
Large, 7146, 14, 1, 7, 19, 21, 4, 20, 13, 16, 8, 9
Large, 5921, 14, 4, 3, 13, 25, 11, 5, 24, 4, 24, 17
Large, 5316, 21, 10, 17, 25, 20, 2, 16, 5, 2, 15, 7
Large, 8776, 23, 9, 5, 25, 2, 20, 25, 20, 23, 4, 6
Large, 9753, 8, 4, 6, 11, 17, 4, 16, 5, 9, 8, 6
Large, 9486, 11, 5, 6, 10, 25, 12, 25, 19, 24, 16, 22
Large, 9617, 19, 12, 1, 4, 12, 2, 4, 11, 1, 3, 5
Large, 8352, 25, 3, 7, 6, 3, 7, 17, 12, 6, 21, 19
Large, 1154, 4, 16, 13, 10, 15, 10, 4, 1, 10, 24, 10
Large, 4144, 12, 7, 2, 25, 16, 16, 22, 15, 16, 9, 18
Large, 7465, 19, 10, 24, 23, 6, 7, 10, 7, 15, 15, 2
Large, 4060, 4, 18, 12, 2, 25, 20, 15, 4, 12, 5, 21
Large, 1923, 22, 17, 15, 18, 23, 7, 21, 12, 14, 11, 1
Large, 2782, 4, 2, 10, 14, 15, 18, 10, 15, 17, 17, 4
Large, 3168, 9, 4, 9, 23, 22, 1, 11, 8, 8, 24, 13
Large, 2784, 5, 6, 20, 17, 14, 16, 1, 3, 6, 17, 14
Large, 7791, 12, 6, 9, 12, 23, 8, 19, 3, 8, 1, 1
Large, 2529, 8, 1, 14, 11, 20, 1, 17, 21, 6, 19, 5
Large, 2245, 25, 25, 9, 1, 12, 3, 4, 9, 19, 16, 18
Large, 5090, 12, 14, 23, 1, 17, 20, 17, 14, 2, 15, 23
Large, 9441, 11, 15, 25, 25, 1, 22, 17, 11, 21, 20, 13
Large, 6063, 7, 9, 9, 4, 2, 24, 21, 13, 7, 7, 5
Large, 1092, 2, 3, 4, 14, 14, 25, 13, 14, 17, 3, 19
Large, 5482, 13, 24, 1, 8, 22, 8, 22, 14, 7, 13, 1
Large, 9297, 1, 18, 23, 4, 7, 6, 2, 12, 1, 15, 8
Large, 8427, 8, 6, 5, 14, 21, 9, 21, 11, 1, 18, 19
Large, 1188, 13, 22, 3, 14, 11, 13, 15, 19, 12, 1, 1
Large, 8932, 18, 5, 24, 7, 12, 23, 13, 19, 13, 8, 24
Large, 4160, 4, 17, 22, 12, 4, 23, 25, 8, 4, 24, 2
Large, 9805, 15, 14, 8, 9, 11, 19, 11, 21, 14, 12, 11
Large, 2572, 3, 3, 3, 19, 3, 11, 22, 11, 1, 10, 21
Large, 8419, 6, 10, 25, 10, 7, 19, 11, 19, 13, 21, 1
Large, 1404, 18, 15, 19, 21, 19, 3, 13, 2, 1, 18, 23
Large, 4564, 8, 25, 13, 15, 9, 18, 2, 16, 12, 17, 13
Large, 8948, 10, 8, 15, 11, 23, 3, 23, 21, 22, 13, 7
Large, 4356, 9, 9, 25, 21, 1, 16, 19, 1, 18, 15, 6
Large, 5388, 12, 10, 24, 1, 7, 12, 19, 20, 23, 10, 15
Large, 7541, 24, 25, 11, 25, 13, 3, 20, 1, 21, 12, 23
Large, 2854, 21, 6, 10, 11, 22, 14, 10, 22, 16, 23, 20
Large, 8975, 18, 24, 9, 19, 21, 1, 25, 25, 4, 7, 19
Large, 6428, 7, 10, 2, 15, 18, 24, 13, 20, 16, 1, 24
Large, 2027, 19, 23, 1, 20, 18, 17, 25, 10, 6, 18, 25
Large, 2740, 25, 4, 12, 7, 9, 14, 22, 8, 4, 20, 21
Large, 9905, 1, 6, 7, 10, 15, 24, 23, 15, 9, 24, 21
Large, 5191, 17, 2, 1, 23, 13, 24, 25, 8, 16, 17, 25
Large, 9560, 19, 3, 23, 17, 4, 14, 21, 8, 11, 2, 5
Large, 3293, 18, 16, 9, 11, 21, 8, 5, 10, 7, 17, 13
Large, 7978, 7, 24, 20, 3, 2, 19, 16, 13, 8, 9, 25
Large, 1564, 4, 13, 10, 22, 17, 14, 19, 11, 10, 12, 3
Large, 2783, 2, 4, 3, 20, 10, 10, 17, 6, 11, 2, 19
