Large, 9826, 6, 14, 10, 18, 4, 5, 14
Large, 5500, 11, 5, 4, 19, 16, 17, 4
Large, 5459, 4, 11, 7, 3, 11, 2, 24
Large, 2326, 1, 25, 17, 3, 8, 19, 3
Large, 7193, 4, 1, 19, 7, 14, 17, 1
Large, 1443, 23, 9, 5, 25, 2, 20, 25
Large, 5796, 2, 6, 1, 10, 6, 16, 6
Large, 5731, 13, 1, 6, 17, 2, 4, 11
Large, 6097, 11, 8, 16, 2, 10, 17, 24
Large, 4255, 4, 25, 13, 20, 23, 23, 20
Large, 7520, 21, 24, 23, 11, 3, 8, 7
Large, 4246, 2, 4, 15, 5, 4, 6, 11
